,season,race,round,driver_number,driver_name,finishing_position,meeting_key
845,2024,são paulo grand prix,21,22,Yuki Tsunoda,7,1249
846,2024,são paulo grand prix,21,81,Oscar Piastri,8,1249
847,2024,são paulo grand prix,21,30,Liam Lawson,9,1249
848,2024,são paulo grand prix,21,44,Lewis Hamilton,10,1249
849,2024,são paulo grand prix,21,11,Sergio Pérez,11,1249
850,2024,são paulo grand prix,21,38,Oliver Bearman,12,1249
851,2024,são paulo grand prix,21,77,Valtteri Bottas,13,1249
852,2024,são paulo grand prix,21,14,Fernando Alonso,14,1249
853,2024,são paulo grand prix,21,24,Guanyu Zhou,15,1249
854,2024,são paulo grand prix,21,55,Carlos Sainz,16,1249
855,2024,são paulo grand prix,21,43,Franco Colapinto,17,1249
856,2024,são paulo grand prix,21,23,Alexander Albon,18,1249
857,2024,são paulo grand prix,21,18,Lance Stroll,19,1249
858,2024,são paulo grand prix,21,27,Nico Hülkenberg,20,1249
859,2024,las vegas grand prix,22,63,George Russell,1,1250
860,2024,las vegas grand prix,22,44,Lewis Hamilton,2,1250
861,2024,las vegas grand prix,22,55,Carlos Sainz,3,1250
862,2024,las vegas grand prix,22,16,Charles Leclerc,4,1250
863,2024,las vegas grand prix,22,33,Max Verstappen,5,1250
864,2024,las vegas grand prix,22,4,Lando Norris,6,1250
865,2024,las vegas grand prix,22,81,Oscar Piastri,7,1250
866,2024,las vegas grand prix,22,27,Nico Hülkenberg,8,1250
867,2024,las vegas grand prix,22,22,Yuki Tsunoda,9,1250
868,2024,las vegas grand prix,22,11,Sergio Pérez,10,1250
869,2024,las vegas grand prix,22,14,Fernando Alonso,11,1250
870,2024,las vegas grand prix,22,20,Kevin Magnussen,12,1250
871,2024,las vegas grand prix,22,24,Guanyu Zhou,13,1250
872,2024,las vegas grand prix,22,43,Franco Colapinto,14,1250
873,2024,las vegas grand prix,22,18,Lance Stroll,15,1250
874,2024,las vegas grand prix,22,30,Liam Lawson,16,1250
875,2024,las vegas grand prix,22,31,Esteban Ocon,17,1250
876,2024,las vegas grand prix,22,77,Valtteri Bottas,18,1250
877,2024,las vegas grand prix,22,23,Alexander Albon,19,1250
878,2024,las vegas grand prix,22,10,Pierre Gasly,20,1250
879,2024,qatar grand prix,23,33,Max Verstappen,1,1251
880,2024,qatar grand prix,23,16,Charles Leclerc,2,1251
881,2024,qatar grand prix,23,81,Oscar Piastri,3,1251
882,2024,qatar grand prix,23,63,George Russell,4,1251
883,2024,qatar grand prix,23,10,Pierre Gasly,5,1251
884,2024,qatar grand prix,23,55,Carlos Sainz,6,1251
885,2024,qatar grand prix,23,14,Fernando Alonso,7,1251
886,2024,qatar grand prix,23,24,Guanyu Zhou,8,1251
887,2024,qatar grand prix,23,20,Kevin Magnussen,9,1251
888,2024,qatar grand prix,23,4,Lando Norris,10,1251
889,2024,qatar grand prix,23,77,Valtteri Bottas,11,1251
890,2024,qatar grand prix,23,44,Lewis Hamilton,12,1251
891,2024,qatar grand prix,23,22,Yuki Tsunoda,13,1251
892,2024,qatar grand prix,23,30,Liam Lawson,14,1251
893,2024,qatar grand prix,23,23,Alexander Albon,15,1251
894,2024,qatar grand prix,23,27,Nico Hülkenberg,16,1251
895,2024,qatar grand prix,23,11,Sergio Pérez,17,1251
896,2024,qatar grand prix,23,18,Lance Stroll,18,1251
897,2024,qatar grand prix,23,43,Franco Colapinto,19,1251
898,2024,qatar grand prix,23,31,Esteban Ocon,20,1251
899,2024,abu dhabi grand prix,24,4,Lando Norris,1,1252
900,2024,abu dhabi grand prix,24,55,Carlos Sainz,2,1252
901,2024,abu dhabi grand prix,24,16,Charles Leclerc,3,1252
902,2024,abu dhabi grand prix,24,44,Lewis Hamilton,4,1252
903,2024,abu dhabi grand prix,24,63,George Russell,5,1252
904,2024,abu dhabi grand prix,24,33,Max Verstappen,6,1252
905,2024,abu dhabi grand prix,24,10,Pierre Gasly,7,1252
906,2024,abu dhabi grand prix,24,27,Nico Hülkenberg,8,1252
907,2024,abu dhabi grand prix,24,14,Fernando Alonso,9,1252
908,2024,abu dhabi grand prix,24,81,Oscar Piastri,10,1252
909,2024,abu dhabi grand prix,24,23,Alexander Albon,11,1252
910,2024,abu dhabi grand prix,24,22,Yuki Tsunoda,12,1252
911,2024,abu dhabi grand prix,24,24,Guanyu Zhou,13,1252
912,2024,abu dhabi grand prix,24,18,Lance Stroll,14,1252
913,2024,abu dhabi grand prix,24,61,Jack Doohan,15,1252
914,2024,abu dhabi grand prix,24,20,Kevin Magnussen,16,1252
915,2024,abu dhabi grand prix,24,30,Liam Lawson,17,1252
916,2024,abu dhabi grand prix,24,77,Valtteri Bottas,18,1252
917,2024,abu dhabi grand prix,24,43,Franco Colapinto,19,1252
918,2024,abu dhabi grand prix,24,11,Sergio Pérez,20,1252
919,2025,australian grand prix,1,4,Lando Norris,1,1254
920,2025,australian grand prix,1,33,Max Verstappen,2,1254
921,2025,australian grand prix,1,63,George Russell,3,1254
922,2025,australian grand prix,1,12,Andrea Kimi Antonelli,4,1254
923,2025,australian grand prix,1,23,Alexander Albon,5,1254
924,2025,australian grand prix,1,18,Lance Stroll,6,1254
925,2025,australian grand prix,1,27,Nico Hülkenberg,7,1254
926,2025,australian grand prix,1,16,Charles Leclerc,8,1254
927,2025,australian grand prix,1,81,Oscar Piastri,9,1254
928,2025,australian grand prix,1,44,Lewis Hamilton,10,1254
929,2025,australian grand prix,1,10,Pierre Gasly,11,1254
930,2025,australian grand prix,1,22,Yuki Tsunoda,12,1254
931,2025,australian grand prix,1,31,Esteban Ocon,13,1254
932,2025,australian grand prix,1,38,Oliver Bearman,14,1254
933,2025,australian grand prix,1,30,Liam Lawson,15,1254
934,2025,australian grand prix,1,5,Gabriel Bortoleto,16,1254
935,2025,australian grand prix,1,14,Fernando Alonso,17,1254
936,2025,australian grand prix,1,55,Carlos Sainz,18,1254
937,2025,australian grand prix,1,61,Jack Doohan,19,1254
938,2025,australian grand prix,1,6,Isack Hadjar,20,1254
939,2025,chinese grand prix,2,81,Oscar Piastri,1,1255
940,2025,chinese grand prix,2,4,Lando Norris,2,1255
941,2025,chinese grand prix,2,63,George Russell,3,1255
942,2025,chinese grand prix,2,33,Max Verstappen,4,1255
943,2025,chinese grand prix,2,31,Esteban Ocon,5,1255
944,2025,chinese grand prix,2,12,Andrea Kimi Antonelli,6,1255
945,2025,chinese grand prix,2,23,Alexander Albon,7,1255
946,2025,chinese grand prix,2,38,Oliver Bearman,8,1255
947,2025,chinese grand prix,2,18,Lance Stroll,9,1255
948,2025,chinese grand prix,2,55,Carlos Sainz,10,1255
949,2025,chinese grand prix,2,6,Isack Hadjar,11,1255
950,2025,chinese grand prix,2,30,Liam Lawson,12,1255
951,2025,chinese grand prix,2,61,Jack Doohan,13,1255
952,2025,chinese grand prix,2,5,Gabriel Bortoleto,14,1255
953,2025,chinese grand prix,2,27,Nico Hülkenberg,15,1255
954,2025,chinese grand prix,2,22,Yuki Tsunoda,16,1255
955,2025,chinese grand prix,2,14,Fernando Alonso,17,1255
956,2025,chinese grand prix,2,16,Charles Leclerc,18,1255
957,2025,chinese grand prix,2,44,Lewis Hamilton,19,1255
958,2025,chinese grand prix,2,10,Pierre Gasly,20,1255
959,2025,japanese grand prix,3,33,Max Verstappen,1,1256
960,2025,japanese grand prix,3,4,Lando Norris,2,1256
961,2025,japanese grand prix,3,81,Oscar Piastri,3,1256
962,2025,japanese grand prix,3,16,Charles Leclerc,4,1256
963,2025,japanese grand prix,3,63,George Russell,5,1256
964,2025,japanese grand prix,3,12,Andrea Kimi Antonelli,6,1256
965,2025,japanese grand prix,3,44,Lewis Hamilton,7,1256
966,2025,japanese grand prix,3,6,Isack Hadjar,8,1256
967,2025,japanese grand prix,3,23,Alexander Albon,9,1256
968,2025,japanese grand prix,3,38,Oliver Bearman,10,1256
969,2025,japanese grand prix,3,14,Fernando Alonso,11,1256
970,2025,japanese grand prix,3,22,Yuki Tsunoda,12,1256
971,2025,japanese grand prix,3,10,Pierre Gasly,13,1256
972,2025,japanese grand prix,3,55,Carlos Sainz,14,1256
973,2025,japanese grand prix,3,61,Jack Doohan,15,1256
974,2025,japanese grand prix,3,27,Nico Hülkenberg,16,1256
975,2025,japanese grand prix,3,30,Liam Lawson,17,1256
976,2025,japanese grand prix,3,31,Esteban Ocon,18,1256
977,2025,japanese grand prix,3,5,Gabriel Bortoleto,19,1256
978,2025,japanese grand prix,3,18,Lance Stroll,20,1256
