meeting_key,driver_num,min_lap_p1,max_lap_p1,avg_lap_p1,num_laps_p1,num_stints_p1,num_pits_p1,avg_pit_time_p1,max_brake_p1,min_rpm_p1,max_rpm_p1,avg_rpm_p1,max_throttle_p1,avg_throttle_p1,min_speed_p1,max_speed_p1,avg_speed_p1,did_rain_p1,max_wind_p1,avg_air_temp_p1,avg_track_temp_p1,min_lap_p2,max_lap_p2,avg_lap_p2,num_laps_p2,num_stints_p2,num_pits_p2,avg_pit_time_p2,max_brake_p2,min_rpm_p2,max_rpm_p2,avg_rpm_p2,max_throttle_p2,avg_throttle_p2,min_speed_p2,max_speed_p2,avg_speed_p2,did_rain_p2,max_wind_p2,avg_air_temp_p2,avg_track_temp_p2,min_lap_p3,max_lap_p3,avg_lap_p3,num_laps_p3,num_stints_p3,num_pits_p3,avg_pit_time_p3,max_brake_p3,min_rpm_p3,max_rpm_p3,avg_rpm_p3,max_throttle_p3,avg_throttle_p3,min_speed_p3,max_speed_p3,avg_speed_p3,did_rain_p3,max_wind_p3,avg_air_temp_p3,avg_track_temp_p3,min_lap_q,max_lap_q,avg_lap_q,num_laps_q,num_stints_q,num_pits_q,avg_pit_time_q,max_brake_q,min_rpm_q,max_rpm_q,avg_rpm_q,max_throttle_q,avg_throttle_q,min_speed_q,max_speed_q,avg_speed_q,did_rain_q,max_wind_q,avg_air_temp_q,avg_track_temp_q
1220,1,91.647,712.045,159.412,25,5,4,262.2,1,3.0,28.114,37.663,100,5260,11852,10252,100,73.0,74,327,227,90.688,603.71,174.24,18,4,3,362.6,0,4.0,28.163,38.551,100,5340,11987,10327,100,75.0,73,330,230,90.267,826.977,249.578,12,4,3,489.0,0,4.0,28.317,45.643,100,5113,12445,10370,100,74.0,73,335,231,88.877,2054.549,420.705,12,4,2.0,605.9,0,5.3,26.087,36.553,100,5379,11978,10489,100,76.0,75,335,234
1220,2,94.212,501.842,143.323,27,4,3,254.5,1,3.0,28.114,37.663,100,6001,12038,10241,100,65.0,69,327,222,92.32,524.746,141.008,24,4,3,259.5,0,4.0,28.163,38.551,100,5905,12129,10300,100,66.0,68,330,226,92.002,830.354,202.718,13,4,3,342.4,0,4.0,28.317,45.643,100,6171,12434,10520,100,70.0,72,332,226,95.122,95.122,95.122,2,1,,,0,5.3,26.087,36.553,100,3939,12304,10204,100,65.0,0,335,216
1220,4,92.392,894.006,158.631,24,5,4,286.5,1,3.0,28.114,37.663,100,4590,12030,10477,100,70.0,63,323,226,91.152,695.209,157.444,22,4,3,347.4,0,4.0,28.163,38.551,100,5029,12114,10535,100,71.0,70,327,227,90.507,669.577,218.035,16,4,3,530.5,0,4.0,28.317,45.643,100,6080,12228,10638,100,71.0,68,329,229,89.493,2221.451,418.287,12,4,2.0,509.8,0,5.3,26.087,36.553,100,4933,12164,10576,100,74.0,67,327,234
1220,10,93.129,652.492,169.064,23,3,2,501.8,1,3.0,28.114,37.663,100,5919,12123,10342,100,71.0,69,324,223,92.179,635.437,158.4,22,5,4,238.5,0,4.0,28.163,38.551,100,6193,12330,10305,100,74.0,71,326,226,92.199,787.719,222.255,15,5,4,359.1,0,4.0,28.317,45.643,100,5965,11918,10221,100,72.0,70,332,226,90.509,1266.563,302.018,12,4,2.0,385.0,0,5.3,26.087,36.553,100,6010,11908,10443,100,76.0,73,331,231
1220,11,93.043,813.344,159.266,25,4,3,354.0,1,3.0,28.114,37.663,100,6177,11867,10380,100,71.0,69,328,224,91.71,576.181,146.548,23,4,3,289.8,0,4.0,28.163,38.551,100,5849,12054,10585,100,75.0,74,329,231,91.004,1071.983,269.182,12,4,3,551.8,0,4.0,28.317,45.643,100,6222,12008,10513,100,72.0,72,333,229,89.65,1316.361,266.013,18,6,4.0,326.4,0,5.3,26.087,36.553,100,5032,12044,10362,100,75.0,70,333,230
1220,14,92.65,599.843,166.484,23,5,4,298.8,1,3.0,28.114,37.663,100,6093,11899,10305,100,71.0,71,323,223,91.492,511.504,161.471,22,4,3,357.4,0,4.0,28.163,38.551,100,5961,11972,10286,100,72.0,71,326,226,91.549,600.172,177.408,16,4,3,279.2,0,4.0,28.317,45.643,100,6193,12057,10440,100,74.0,72,329,228,90.465,1355.809,304.852,15,5,3.0,425.5,0,5.3,26.087,36.553,100,5782,12123,10483,100,75.0,69,330,229
1220,16,92.574,843.089,154.763,25,3,2,482.6,1,3.0,28.114,37.663,100,6219,12069,10523,100,77.0,71,325,226,91.008,535.41,149.783,23,4,3,262.2,0,4.0,28.163,38.551,100,5428,12066,10414,100,77.0,74,329,228,91.022,646.376,185.314,20,4,3,437.3,0,4.0,28.317,45.643,100,5676,12068,10476,100,77.0,74,331,229,89.542,994.81,339.823,14,5,3.0,629.3,0,5.3,26.087,36.553,100,5490,12095,10438,100,78.0,74,330,232
1220,18,93.04,683.154,234.609,17,6,5,372.7,1,3.0,28.114,37.663,100,5780,11850,10312,100,73.0,67,323,223,91.771,584.528,164.514,21,6,5,227.8,0,4.0,28.163,38.551,100,4989,11951,10399,100,73.0,71,326,226,92.154,494.988,182.734,19,5,4,285.5,0,4.0,28.317,45.643,100,5684,11968,10378,100,73.0,65,324,225,91.181,1475.518,378.555,7,3,2.0,746.6,0,5.3,26.087,36.553,100,5822,11963,10466,100,75.0,68,325,228
1220,20,93.975,889.588,170.79,23,3,2,529.3,1,3.0,28.114,37.663,100,5890,12086,10329,100,71.0,67,318,221,92.169,480.729,150.627,23,4,3,246.8,0,4.0,28.163,38.551,100,6155,11966,10556,100,73.0,70,327,227,91.88,862.565,209.423,16,4,3,404.3,0,4.0,28.317,45.643,100,6133,12226,10378,100,71.0,71,330,226,90.665,1324.852,425.607,9,3,1.0,1026.1,0,5.3,26.087,36.553,100,6294,12007,10460,100,75.0,72,334,231
1220,22,92.597,942.655,186.325,21,5,4,327.7,1,3.0,28.114,37.663,100,5795,12266,10507,100,72.0,68,322,225,92.178,419.953,135.246,25,4,3,222.4,0,4.0,28.163,38.551,100,6061,12487,10568,100,74.0,70,323,227,91.951,851.4,174.959,18,3,2,374.5,0,4.0,28.317,45.643,100,6083,12453,10564,100,72.0,70,323,226,90.204,1322.983,260.894,18,6,4.0,304.2,0,5.3,26.087,36.553,100,6410,12536,10595,100,76.0,73,328,230
