meeting_key,driver_num,min_lap_p1,max_lap_p1,avg_lap_p1,num_laps_p1,num_stints_p1,num_pits_p1,avg_pit_time_p1,max_brake_p1,min_rpm_p1,max_rpm_p1,avg_rpm_p1,max_throttle_p1,avg_throttle_p1,min_speed_p1,max_speed_p1,avg_speed_p1,did_rain_p1,max_wind_p1,avg_air_temp_p1,avg_track_temp_p1,min_lap_p2,max_lap_p2,avg_lap_p2,num_laps_p2,num_stints_p2,num_pits_p2,avg_pit_time_p2,max_brake_p2,min_rpm_p2,max_rpm_p2,avg_rpm_p2,max_throttle_p2,avg_throttle_p2,min_speed_p2,max_speed_p2,avg_speed_p2,did_rain_p2,max_wind_p2,avg_air_temp_p2,avg_track_temp_p2,min_lap_p3,max_lap_p3,avg_lap_p3,num_laps_p3,num_stints_p3,num_pits_p3,avg_pit_time_p3,max_brake_p3,min_rpm_p3,max_rpm_p3,avg_rpm_p3,max_throttle_p3,avg_throttle_p3,min_speed_p3,max_speed_p3,avg_speed_p3,did_rain_p3,max_wind_p3,avg_air_temp_p3,avg_track_temp_p3,min_lap_q,max_lap_q,avg_lap_q,num_laps_q,num_stints_q,num_pits_q,avg_pit_time_q,max_brake_q,min_rpm_q,max_rpm_q,avg_rpm_q,max_throttle_q,avg_throttle_q,min_speed_q,max_speed_q,avg_speed_q,did_rain_q,max_wind_q,avg_air_temp_q,avg_track_temp_q
1245,1,105.546,799.541,224.617,21,5,5,1465.9,0,3.5,29.196,43.685,100,5951,12137,10131,100,67.0,68,339,204,104.029,596.004,165.684,24,4,4,308.3,0,2.6,28.529,36.349,100,6066,12110,10118,100,68.0,67,337,204,102.862,1412.029,269.63,16,4,4,1236.7,1,1.7,26.991,31.889,100,5908,12092,10219,100,68.0,70,339,208,102.023,539.143,192.012,20.0,6.0,6.0,271.7,0.0,3.0,27.024,36.749,100.0,6114.0,12179.0,10254.0,100.0,68.0,73.0,341.0,209.0
1245,3,106.687,641.661,203.001,23,4,4,,0,3.5,29.196,43.685,100,5909,12490,10365,100,67.0,68,337,199,105.056,533.213,152.772,26,4,4,240.7,0,2.6,28.529,36.349,100,6287,12189,10361,100,69.0,72,338,206,103.87,801.875,215.321,18,6,6,490.4,1,1.7,26.991,31.889,100,5990,12390,10292,100,66.0,71,342,203,103.547,160.118,124.95,9.0,2.0,2.0,24.5,0.0,3.0,27.024,36.749,100.0,6227.0,12384.0,10484.0,100.0,69.0,73.0,343.0,208.0
1245,4,106.027,806.958,267.851,18,5,5,1510.4,0,3.5,29.196,43.685,100,6175,12458,10250,100,65.0,70,337,200,105.156,600.283,155.171,25,4,4,294.6,0,2.6,28.529,36.349,100,6298,12019,10024,100,66.0,72,335,203,102.737,725.451,256.378,15,5,5,438.0,1,1.7,26.991,31.889,100,6337,12607,10205,100,69.0,71,337,209,103.609,298.888,149.35,7.0,2.0,2.0,158.7,0.0,3.0,27.024,36.749,100.0,6233.0,12093.0,10122.0,100.0,67.0,70.0,340.0,207.0
1245,10,108.712,735.405,211.975,21,4,4,1027.0,0,3.5,29.196,43.685,100,6003,12067,9916,100,65.0,67,337,195,105.391,480.314,141.385,22,3,3,219.0,0,2.6,28.529,36.349,100,6371,12474,10148,100,68.0,71,336,204,103.876,552.601,196.79,15,4,4,389.9,1,1.7,26.991,31.889,100,6317,12302,10192,100,69.0,72,340,206,103.088,511.897,167.806,15.0,5.0,5.0,177.9,0.0,3.0,27.024,36.749,100.0,6378.0,12235.0,10349.0,100.0,69.0,70.0,341.0,209.0
1245,11,105.922,907.014,289.904,17,4,4,,0,3.5,29.196,43.685,100,5835,12336,10045,100,66.0,68,339,199,103.49,763.099,170.642,23,3,3,558.3,0,2.6,28.529,36.349,100,6245,12239,10322,100,68.0,69,342,208,103.024,1462.902,273.622,16,3,3,1849.2,1,1.7,26.991,31.889,100,5957,12196,10215,100,70.0,69,340,207,101.813,1171.354,264.93,15.0,4.0,4.0,639.3,0.0,3.0,27.024,36.749,100.0,6082.0,12412.0,10282.0,100.0,70.0,67.0,342.0,209.0
1245,14,106.452,809.388,236.073,19,4,4,530.0,0,3.5,29.196,43.685,100,5516,12294,10087,100,64.0,64,345,199,104.683,572.43,158.605,25,3,3,448.2,0,2.6,28.529,36.349,100,6031,12287,10174,100,67.0,69,345,203,103.474,999.18,266.619,15,6,6,620.0,1,1.7,26.991,31.889,104,5885,12244,10354,100,67.0,67,344,208,102.369,533.185,203.025,19.0,6.0,6.0,279.4,0.0,3.0,27.024,36.749,100.0,5614.0,12236.0,10279.0,100.0,66.0,67.0,344.0,207.0
1245,16,106.608,494.106,168.701,11,2,2,,0,3.5,29.196,43.685,100,6254,12138,10068,100,67.0,69,334,197,103.484,1533.776,198.394,20,4,4,478.6,0,2.6,28.529,36.349,100,6426,12257,10265,100,69.0,72,342,206,102.527,730.876,220.811,17,5,5,98.5,1,1.7,26.991,31.889,100,6191,12204,10310,100,70.0,72,341,209,101.365,757.446,188.643,20.0,5.0,5.0,312.8,0.0,3.0,27.024,36.749,100.0,6482.0,12247.0,10345.0,100.0,72.0,74.0,339.0,209.0
1245,18,107.184,1556.559,294.791,15,3,3,,0,3.5,29.196,43.685,100,5674,12204,10130,100,65.0,65,341,199,104.093,715.49,167.006,24,3,3,486.0,0,2.6,28.529,36.349,100,5675,12307,10214,100,66.0,68,345,205,103.571,975.836,214.69,19,6,6,571.1,1,1.7,26.991,31.889,100,5849,12457,10264,100,66.0,68,348,202,103.37,539.027,177.678,14.0,4.0,4.0,243.6,0.0,3.0,27.024,36.749,100.0,5831.0,12331.0,10346.0,100.0,70.0,68.0,341.0,207.0
1245,22,107.708,766.316,227.937,21,4,4,,0,3.5,29.196,43.685,100,6002,12340,10139,100,66.0,68,338,195,104.645,626.267,166.264,24,3,3,480.0,0,2.6,28.529,36.349,100,6033,12328,10315,100,67.0,69,337,203,103.503,1136.324,250.539,17,6,6,629.2,1,1.7,26.991,31.889,100,6172,12389,10378,100,70.0,71,342,208,103.035,372.72,157.021,16.0,4.0,4.0,171.4,0.0,3.0,27.024,36.749,100.0,6316.0,12610.0,10423.0,100.0,69.0,72.0,342.0,207.0
1245,23,107.955,658.408,270.768,17,5,5,1514.6,0,3.5,29.196,43.685,100,5594,12044,9829,100,62.0,68,337,196,104.737,526.907,148.021,25,4,4,215.7,0,2.6,28.529,36.349,100,5934,12106,10049,100,66.0,70,338,206,103.194,565.056,198.918,14,4,4,174.5,1,1.7,26.991,31.889,100,6077,12231,10194,100,66.0,69,343,205,102.84,596.188,202.073,19.0,6.0,6.0,267.0,0.0,3.0,27.024,36.749,100.0,5907.0,12421.0,10167.0,100.0,69.0,67.0,337.0,208.0
1245,24,109.052,862.282,250.49,19,4,4,,0,3.5,29.196,43.685,100,5881,12198,9717,100,62.0,68,340,196,105.947,594.336,161.986,25,4,4,278.0,0,2.6,28.529,36.349,100,5905,12138,9945,100,65.0,67,338,202,104.869,787.766,220.768,20,7,7,548.6,1,1.7,26.991,31.889,100,6083,12118,10034,100,67.0,69,340,204,104.246,222.404,133.341,10.0,2.0,7.0,548.6,0.0,3.0,27.024,36.749,100.0,5347.0,12195.0,10015.0,100.0,66.0,70.0,344.0,206.0
1245,27,107.135,801.529,220.592,20,4,4,1112.0,0,3.5,29.196,43.685,100,6053,12550,10179,100,65.0,69,325,198,104.475,742.131,161.358,24,3,3,437.8,0,2.6,28.529,36.349,100,5928,12335,10304,100,69.0,68,338,206,104.164,523.6,194.561,13,3,3,365.9,1,1.7,26.991,31.889,100,5298,12330,10085,100,67.0,72,337,206,103.101,448.185,184.456,14.0,4.0,4.0,275.5,0.0,3.0,27.024,36.749,100.0,5263.0,12286.0,10224.0,100.0,68.0,67.0,342.0,210.0
1245,31,170.099,958.192,564.146,3,2,2,842.4,0,3.5,29.196,43.685,100,3371,12068,7934,100,42.0,54,330,125,105.81,446.832,150.143,24,3,3,283.0,0,2.6,28.529,36.349,100,5877,12021,10041,100,69.0,69,336,203,104.504,215.028,148.405,8,3,3,54.4,0,3.0,27.024,36.749,100,5988,12252,10120,100,68.0,69,344,206,,,,,,,,,,,,,,,,,,,,
