,position,driver_number,date,session_key,meeting_key
951,13,27,2023-07-28T15:18:21.493000+00:00,9135,1216
952,9,31,2023-07-28T15:18:21.493000+00:00,9135,1216
953,5,44,2023-07-28T15:18:21.493000+00:00,9135,1216
954,14,55,2023-07-28T15:18:21.493000+00:00,9135,1216
955,15,77,2023-07-28T15:18:21.493000+00:00,9135,1216
956,5,1,2023-07-28T15:18:28.258000+00:00,9135,1216
957,7,4,2023-07-28T15:18:28.258000+00:00,9135,1216
958,9,10,2023-07-28T15:18:28.258000+00:00,9135,1216
959,8,11,2023-07-28T15:18:28.258000+00:00,9135,1216
960,11,14,2023-07-28T15:18:28.258000+00:00,9135,1216
961,4,16,2023-07-28T15:18:28.258000+00:00,9135,1216
962,12,20,2023-07-28T15:18:28.258000+00:00,9135,1216
963,13,23,2023-07-28T15:18:28.258000+00:00,9135,1216
964,14,27,2023-07-28T15:18:28.258000+00:00,9135,1216
965,10,31,2023-07-28T15:18:28.258000+00:00,9135,1216
966,6,44,2023-07-28T15:18:28.258000+00:00,9135,1216
967,1,55,2023-07-28T15:18:28.258000+00:00,9135,1216
968,3,63,2023-07-28T15:18:28.258000+00:00,9135,1216
969,2,81,2023-07-28T15:18:28.258000+00:00,9135,1216
970,2,1,2023-07-28T15:18:39.461000+00:00,9135,1216
971,5,16,2023-07-28T15:18:39.461000+00:00,9135,1216
972,4,63,2023-07-28T15:18:39.461000+00:00,9135,1216
973,3,81,2023-07-28T15:18:39.461000+00:00,9135,1216
974,12,14,2023-07-28T15:18:54.274000+00:00,9135,1216
975,13,20,2023-07-28T15:18:54.274000+00:00,9135,1216
976,11,23,2023-07-28T15:18:54.274000+00:00,9135,1216
977,8,4,2023-07-28T15:19:31.257000+00:00,9135,1216
978,10,10,2023-07-28T15:19:31.257000+00:00,9135,1216
979,9,11,2023-07-28T15:19:31.257000+00:00,9135,1216
980,3,14,2023-07-28T15:19:31.257000+00:00,9135,1216
981,6,16,2023-07-28T15:19:31.257000+00:00,9135,1216
982,12,23,2023-07-28T15:19:31.257000+00:00,9135,1216
983,11,31,2023-07-28T15:19:31.257000+00:00,9135,1216
984,7,44,2023-07-28T15:19:31.257000+00:00,9135,1216
985,5,63,2023-07-28T15:19:31.257000+00:00,9135,1216
986,4,81,2023-07-28T15:19:31.257000+00:00,9135,1216
987,11,10,2023-07-28T15:19:58.819000+00:00,9135,1216
988,10,11,2023-07-28T15:19:58.819000+00:00,9135,1216
989,9,18,2023-07-28T15:19:58.819000+00:00,9135,1216
990,14,20,2023-07-28T15:19:58.819000+00:00,9135,1216
991,13,23,2023-07-28T15:19:58.819000+00:00,9135,1216
992,17,24,2023-07-28T15:19:58.819000+00:00,9135,1216
993,15,27,2023-07-28T15:19:58.819000+00:00,9135,1216
994,12,31,2023-07-28T15:19:58.819000+00:00,9135,1216
995,16,77,2023-07-28T15:19:58.819000+00:00,9135,1216
996,19,3,2023-07-28T15:20:38.772000+00:00,9135,1216
997,9,4,2023-07-28T15:20:38.772000+00:00,9135,1216
998,12,10,2023-07-28T15:20:38.772000+00:00,9135,1216
999,11,11,2023-07-28T15:20:38.772000+00:00,9135,1216
1000,10,18,2023-07-28T15:20:38.772000+00:00,9135,1216
1001,15,20,2023-07-28T15:20:38.772000+00:00,9135,1216
1002,7,22,2023-07-28T15:20:38.772000+00:00,9135,1216
1003,14,23,2023-07-28T15:20:38.772000+00:00,9135,1216
1004,18,24,2023-07-28T15:20:38.772000+00:00,9135,1216
1005,16,27,2023-07-28T15:20:38.772000+00:00,9135,1216
1006,13,31,2023-07-28T15:20:38.772000+00:00,9135,1216
1007,8,44,2023-07-28T15:20:38.772000+00:00,9135,1216
1008,17,77,2023-07-28T15:20:38.772000+00:00,9135,1216
1009,12,3,2023-07-28T15:20:47.928000+00:00,9135,1216
1010,13,10,2023-07-28T15:20:47.928000+00:00,9135,1216
1011,16,20,2023-07-28T15:20:47.928000+00:00,9135,1216
1012,15,23,2023-07-28T15:20:47.928000+00:00,9135,1216
1013,19,24,2023-07-28T15:20:47.928000+00:00,9135,1216
1014,17,27,2023-07-28T15:20:47.928000+00:00,9135,1216
1015,14,31,2023-07-28T15:20:47.928000+00:00,9135,1216
1016,18,77,2023-07-28T15:20:47.928000+00:00,9135,1216
1017,4,14,2023-07-28T15:23:00.488000+00:00,9135,1216
1018,3,16,2023-07-28T15:23:00.488000+00:00,9135,1216
1019,6,63,2023-07-28T15:23:00.488000+00:00,9135,1216
1020,5,81,2023-07-28T15:23:00.488000+00:00,9135,1216
1021,16,2,2023-07-28T15:23:16.832000+00:00,9135,1216
1022,17,20,2023-07-28T15:23:16.832000+00:00,9135,1216
1023,20,24,2023-07-28T15:23:16.832000+00:00,9135,1216
1024,18,27,2023-07-28T15:23:16.832000+00:00,9135,1216
1025,19,77,2023-07-28T15:23:16.832000+00:00,9135,1216
1026,3,1,2023-07-28T15:23:24.878000+00:00,9135,1216
1027,10,4,2023-07-28T15:23:24.878000+00:00,9135,1216
1028,2,11,2023-07-28T15:23:24.878000+00:00,9135,1216
1029,5,14,2023-07-28T15:23:24.878000+00:00,9135,1216
1030,4,16,2023-07-28T15:23:24.878000+00:00,9135,1216
1031,11,18,2023-07-28T15:23:24.878000+00:00,9135,1216
1032,8,22,2023-07-28T15:23:24.878000+00:00,9135,1216
1033,9,44,2023-07-28T15:23:24.878000+00:00,9135,1216
1034,7,63,2023-07-28T15:23:24.878000+00:00,9135,1216
1035,6,81,2023-07-28T15:23:24.878000+00:00,9135,1216
1036,1,1,2023-07-28T15:23:33.347000+00:00,9135,1216
1037,3,11,2023-07-28T15:23:33.347000+00:00,9135,1216
1038,2,55,2023-07-28T15:23:33.347000+00:00,9135,1216
1039,17,2,2023-07-28T15:23:41.581000+00:00,9135,1216
1040,13,3,2023-07-28T15:23:41.581000+00:00,9135,1216
1041,11,4,2023-07-28T15:23:41.581000+00:00,9135,1216
1042,14,10,2023-07-28T15:23:41.581000+00:00,9135,1216
1043,12,18,2023-07-28T15:23:41.581000+00:00,9135,1216
1044,18,20,2023-07-28T15:23:41.581000+00:00,9135,1216
1045,9,22,2023-07-28T15:23:41.581000+00:00,9135,1216
1046,16,23,2023-07-28T15:23:41.581000+00:00,9135,1216
1047,19,27,2023-07-28T15:23:41.581000+00:00,9135,1216
1048,15,31,2023-07-28T15:23:41.581000+00:00,9135,1216
1049,10,44,2023-07-28T15:23:41.581000+00:00,9135,1216
1050,8,63,2023-07-28T15:23:41.581000+00:00,9135,1216
1051,6,77,2023-07-28T15:23:41.581000+00:00,9135,1216
1052,7,81,2023-07-28T15:23:41.581000+00:00,9135,1216
1053,4,11,2023-07-28T15:24:21.518000+00:00,9135,1216
1054,6,14,2023-07-28T15:24:21.518000+00:00,9135,1216
1055,5,16,2023-07-28T15:24:21.518000+00:00,9135,1216
1056,3,55,2023-07-28T15:24:21.518000+00:00,9135,1216
1057,7,77,2023-07-28T15:24:21.518000+00:00,9135,1216
1058,2,81,2023-07-28T15:24:21.518000+00:00,9135,1216
1059,18,2,2023-07-28T15:24:31.080000+00:00,9135,1216
1060,14,3,2023-07-28T15:24:31.080000+00:00,9135,1216
1061,12,4,2023-07-28T15:24:31.080000+00:00,9135,1216
1062,15,10,2023-07-28T15:24:31.080000+00:00,9135,1216
1063,13,18,2023-07-28T15:24:31.080000+00:00,9135,1216
1064,19,20,2023-07-28T15:24:31.080000+00:00,9135,1216
1065,10,22,2023-07-28T15:24:31.080000+00:00,9135,1216
1066,17,23,2023-07-28T15:24:31.080000+00:00,9135,1216
1067,7,24,2023-07-28T15:24:31.080000+00:00,9135,1216
1068,20,27,2023-07-28T15:24:31.080000+00:00,9135,1216
1069,16,31,2023-07-28T15:24:31.080000+00:00,9135,1216
1070,11,44,2023-07-28T15:24:31.080000+00:00,9135,1216
1071,9,63,2023-07-28T15:24:31.080000+00:00,9135,1216
1072,8,77,2023-07-28T15:24:31.080000+00:00,9135,1216
1073,2,1,2023-07-28T15:24:37.752000+00:00,9135,1216
1074,5,11,2023-07-28T15:24:37.752000+00:00,9135,1216
1075,7,14,2023-07-28T15:24:37.752000+00:00,9135,1216
1076,6,16,2023-07-28T15:24:37.752000+00:00,9135,1216
1077,11,22,2023-07-28T15:24:37.752000+00:00,9135,1216
1078,8,24,2023-07-28T15:24:37.752000+00:00,9135,1216
1079,1,44,2023-07-28T15:24:37.752000+00:00,9135,1216
1080,4,55,2023-07-28T15:24:37.752000+00:00,9135,1216
1081,10,63,2023-07-28T15:24:37.752000+00:00,9135,1216
1082,9,77,2023-07-28T15:24:37.752000+00:00,9135,1216
1083,3,81,2023-07-28T15:24:37.752000+00:00,9135,1216
1084,6,11,2023-07-28T15:24:42.611000+00:00,9135,1216
1085,8,14,2023-07-28T15:24:42.611000+00:00,9135,1216
1086,7,16,2023-07-28T15:24:42.611000+00:00,9135,1216
1087,9,24,2023-07-28T15:24:42.611000+00:00,9135,1216
1088,5,55,2023-07-28T15:24:42.611000+00:00,9135,1216
1089,4,63,2023-07-28T15:24:42.611000+00:00,9135,1216
1090,10,77,2023-07-28T15:24:42.611000+00:00,9135,1216
1091,15,3,2023-07-28T15:24:57.283000+00:00,9135,1216
1092,13,4,2023-07-28T15:24:57.283000+00:00,9135,1216
1093,7,10,2023-07-28T15:24:57.283000+00:00,9135,1216
1094,9,14,2023-07-28T15:24:57.283000+00:00,9135,1216
1095,8,16,2023-07-28T15:24:57.283000+00:00,9135,1216
1096,14,18,2023-07-28T15:24:57.283000+00:00,9135,1216
1097,12,22,2023-07-28T15:24:57.283000+00:00,9135,1216
1098,10,24,2023-07-28T15:24:57.283000+00:00,9135,1216
1099,11,77,2023-07-28T15:24:57.283000+00:00,9135,1216
1100,16,3,2023-07-28T15:25:13.283000+00:00,9135,1216
1101,14,4,2023-07-28T15:25:13.283000+00:00,9135,1216
1102,8,10,2023-07-28T15:25:13.283000+00:00,9135,1216
1103,7,11,2023-07-28T15:25:13.283000+00:00,9135,1216
1104,10,14,2023-07-28T15:25:13.283000+00:00,9135,1216
1105,9,16,2023-07-28T15:25:13.283000+00:00,9135,1216
1106,15,18,2023-07-28T15:25:13.283000+00:00,9135,1216
1107,13,22,2023-07-28T15:25:13.283000+00:00,9135,1216
1108,11,24,2023-07-28T15:25:13.283000+00:00,9135,1216
1109,5,31,2023-07-28T15:25:13.283000+00:00,9135,1216
1110,6,55,2023-07-28T15:25:13.283000+00:00,9135,1216
1111,12,77,2023-07-28T15:25:13.283000+00:00,9135,1216
1112,8,4,2023-07-28T15:26:04.735000+00:00,9135,1216
1113,9,10,2023-07-28T15:26:04.735000+00:00,9135,1216
1114,11,14,2023-07-28T15:26:04.735000+00:00,9135,1216
1115,10,16,2023-07-28T15:26:04.735000+00:00,9135,1216
1116,14,22,2023-07-28T15:26:04.735000+00:00,9135,1216
1117,12,24,2023-07-28T15:26:04.735000+00:00,9135,1216
1118,13,77,2023-07-28T15:26:04.735000+00:00,9135,1216
1119,19,2,2023-07-28T15:27:28.218000+00:00,9135,1216
1120,17,3,2023-07-28T15:27:28.218000+00:00,9135,1216
1121,10,10,2023-07-28T15:27:28.218000+00:00,9135,1216
1122,12,14,2023-07-28T15:27:28.218000+00:00,9135,1216
1123,11,16,2023-07-28T15:27:28.218000+00:00,9135,1216
1124,16,18,2023-07-28T15:27:28.218000+00:00,9135,1216
1125,9,20,2023-07-28T15:27:28.218000+00:00,9135,1216
1126,15,22,2023-07-28T15:27:28.218000+00:00,9135,1216
1127,18,23,2023-07-28T15:27:28.218000+00:00,9135,1216
1128,13,24,2023-07-28T15:27:28.218000+00:00,9135,1216
1129,14,77,2023-07-28T15:27:28.218000+00:00,9135,1216
1130,18,3,2023-07-28T15:27:38.577000+00:00,9135,1216
1131,13,14,2023-07-28T15:27:38.577000+00:00,9135,1216
1132,12,16,2023-07-28T15:27:38.577000+00:00,9135,1216
1133,17,18,2023-07-28T15:27:38.577000+00:00,9135,1216
1134,16,22,2023-07-28T15:27:38.577000+00:00,9135,1216
1135,11,23,2023-07-28T15:27:38.577000+00:00,9135,1216
1136,14,24,2023-07-28T15:27:38.577000+00:00,9135,1216
1137,15,77,2023-07-28T15:27:38.577000+00:00,9135,1216
1138,3,1,2023-07-28T15:28:13.233000+00:00,9135,1216
1139,2,11,2023-07-28T15:28:13.233000+00:00,9135,1216
1140,6,31,2023-07-28T15:28:13.233000+00:00,9135,1216
1141,7,55,2023-07-28T15:28:13.233000+00:00,9135,1216
1142,5,63,2023-07-28T15:28:13.233000+00:00,9135,1216
1143,4,81,2023-07-28T15:28:13.233000+00:00,9135,1216
1144,9,4,2023-07-28T15:28:29.248000+00:00,9135,1216
1145,11,10,2023-07-28T15:28:29.248000+00:00,9135,1216
1146,14,14,2023-07-28T15:28:29.248000+00:00,9135,1216
1147,13,16,2023-07-28T15:28:29.248000+00:00,9135,1216
1148,10,20,2023-07-28T15:28:29.248000+00:00,9135,1216
1149,4,22,2023-07-28T15:28:29.248000+00:00,9135,1216
1150,12,23,2023-07-28T15:28:29.248000+00:00,9135,1216
1151,15,24,2023-07-28T15:28:29.248000+00:00,9135,1216
1152,7,31,2023-07-28T15:28:29.248000+00:00,9135,1216
1153,8,55,2023-07-28T15:28:29.248000+00:00,9135,1216
1154,6,63,2023-07-28T15:28:29.248000+00:00,9135,1216
1155,16,77,2023-07-28T15:28:29.248000+00:00,9135,1216
1156,5,81,2023-07-28T15:28:29.248000+00:00,9135,1216
1157,10,4,2023-07-28T15:28:35.982000+00:00,9135,1216
1158,12,10,2023-07-28T15:28:35.982000+00:00,9135,1216
1159,15,14,2023-07-28T15:28:35.982000+00:00,9135,1216
1160,14,16,2023-07-28T15:28:35.982000+00:00,9135,1216
1161,11,20,2023-07-28T15:28:35.982000+00:00,9135,1216
1162,13,23,2023-07-28T15:28:35.982000+00:00,9135,1216
1163,16,24,2023-07-28T15:28:35.982000+00:00,9135,1216
1164,8,31,2023-07-28T15:28:35.982000+00:00,9135,1216
1165,9,55,2023-07-28T15:28:35.982000+00:00,9135,1216
1166,7,63,2023-07-28T15:28:35.982000+00:00,9135,1216
1167,6,77,2023-07-28T15:28:35.982000+00:00,9135,1216
1168,1,1,2023-07-28T15:28:44.748000+00:00,9135,1216
1169,3,11,2023-07-28T15:28:44.748000+00:00,9135,1216
1170,2,44,2023-07-28T15:28:44.748000+00:00,9135,1216
1171,6,3,2023-07-28T15:28:53.466000+00:00,9135,1216
1172,11,4,2023-07-28T15:28:53.466000+00:00,9135,1216
1173,13,10,2023-07-28T15:28:53.466000+00:00,9135,1216
1174,16,14,2023-07-28T15:28:53.466000+00:00,9135,1216
1175,15,16,2023-07-28T15:28:53.466000+00:00,9135,1216
1176,18,18,2023-07-28T15:28:53.466000+00:00,9135,1216
1177,12,20,2023-07-28T15:28:53.466000+00:00,9135,1216
1178,14,23,2023-07-28T15:28:53.466000+00:00,9135,1216
1179,17,24,2023-07-28T15:28:53.466000+00:00,9135,1216
1180,9,31,2023-07-28T15:28:53.466000+00:00,9135,1216
1181,10,55,2023-07-28T15:28:53.466000+00:00,9135,1216
1182,8,63,2023-07-28T15:28:53.466000+00:00,9135,1216
1183,7,77,2023-07-28T15:28:53.466000+00:00,9135,1216
1184,12,4,2023-07-28T15:29:02.482000+00:00,9135,1216
1185,14,10,2023-07-28T15:29:02.482000+00:00,9135,1216
1186,17,14,2023-07-28T15:29:02.482000+00:00,9135,1216
1187,16,16,2023-07-28T15:29:02.482000+00:00,9135,1216
1188,10,18,2023-07-28T15:29:02.482000+00:00,9135,1216
1189,13,20,2023-07-28T15:29:02.482000+00:00,9135,1216
1190,15,23,2023-07-28T15:29:02.482000+00:00,9135,1216
1191,18,24,2023-07-28T15:29:02.482000+00:00,9135,1216
1192,11,55,2023-07-28T15:29:02.482000+00:00,9135,1216
1193,18,3,2023-07-28T15:29:15.028000+00:00,9135,1216
1194,11,4,2023-07-28T15:29:15.028000+00:00,9135,1216
1195,13,10,2023-07-28T15:29:15.028000+00:00,9135,1216
1196,16,14,2023-07-28T15:29:15.028000+00:00,9135,1216
1197,15,16,2023-07-28T15:29:15.028000+00:00,9135,1216
1198,9,18,2023-07-28T15:29:15.028000+00:00,9135,1216
1199,12,20,2023-07-28T15:29:15.028000+00:00,9135,1216
1200,14,23,2023-07-28T15:29:15.028000+00:00,9135,1216
1201,17,24,2023-07-28T15:29:15.028000+00:00,9135,1216
1202,8,31,2023-07-28T15:29:15.028000+00:00,9135,1216
1203,10,55,2023-07-28T15:29:15.028000+00:00,9135,1216
1204,7,63,2023-07-28T15:29:15.028000+00:00,9135,1216
1205,6,77,2023-07-28T15:29:15.028000+00:00,9135,1216
1206,4,11,2023-07-28T15:29:15.763000+00:00,9135,1216
1207,5,22,2023-07-28T15:29:15.763000+00:00,9135,1216
1208,3,81,2023-07-28T15:29:15.763000+00:00,9135,1216
1209,12,4,2023-07-28T15:29:24.841000+00:00,9135,1216
1210,14,10,2023-07-28T15:29:24.841000+00:00,9135,1216
1211,5,11,2023-07-28T15:29:24.841000+00:00,9135,1216
1212,2,14,2023-07-28T15:29:24.841000+00:00,9135,1216
1213,16,16,2023-07-28T15:29:24.841000+00:00,9135,1216
1214,10,18,2023-07-28T15:29:24.841000+00:00,9135,1216
1215,13,20,2023-07-28T15:29:24.841000+00:00,9135,1216
1216,6,22,2023-07-28T15:29:24.841000+00:00,9135,1216
1217,15,23,2023-07-28T15:29:24.841000+00:00,9135,1216
1218,9,31,2023-07-28T15:29:24.841000+00:00,9135,1216
1219,3,44,2023-07-28T15:29:24.841000+00:00,9135,1216
1220,11,55,2023-07-28T15:29:24.841000+00:00,9135,1216
1221,8,63,2023-07-28T15:29:24.841000+00:00,9135,1216
1222,7,77,2023-07-28T15:29:24.841000+00:00,9135,1216
1223,4,81,2023-07-28T15:29:24.841000+00:00,9135,1216
1224,3,14,2023-07-28T15:29:32.684000+00:00,9135,1216
1225,2,44,2023-07-28T15:29:32.684000+00:00,9135,1216
1226,13,4,2023-07-28T15:29:40.403000+00:00,9135,1216
1227,8,10,2023-07-28T15:29:40.403000+00:00,9135,1216
1228,11,18,2023-07-28T15:29:40.403000+00:00,9135,1216
1229,14,20,2023-07-28T15:29:40.403000+00:00,9135,1216
1230,10,31,2023-07-28T15:29:40.403000+00:00,9135,1216
1231,12,55,2023-07-28T15:29:40.403000+00:00,9135,1216
1232,9,63,2023-07-28T15:29:40.403000+00:00,9135,1216
1233,9,10,2023-07-28T15:29:43.965000+00:00,9135,1216
1234,7,22,2023-07-28T15:29:43.965000+00:00,9135,1216
1235,6,63,2023-07-28T15:29:43.965000+00:00,9135,1216
1236,8,77,2023-07-28T15:29:43.965000+00:00,9135,1216
1237,2,1,2023-07-28T15:29:55.606000+00:00,9135,1216
1238,14,4,2023-07-28T15:29:55.606000+00:00,9135,1216
1239,10,10,2023-07-28T15:29:55.606000+00:00,9135,1216
1240,6,11,2023-07-28T15:29:55.606000+00:00,9135,1216
1241,4,14,2023-07-28T15:29:55.606000+00:00,9135,1216
1242,1,16,2023-07-28T15:29:55.606000+00:00,9135,1216
1243,12,18,2023-07-28T15:29:55.606000+00:00,9135,1216
1244,15,20,2023-07-28T15:29:55.606000+00:00,9135,1216
1245,8,22,2023-07-28T15:29:55.606000+00:00,9135,1216
1246,16,23,2023-07-28T15:29:55.606000+00:00,9135,1216
1247,11,31,2023-07-28T15:29:55.606000+00:00,9135,1216
1248,3,44,2023-07-28T15:29:55.606000+00:00,9135,1216
1249,13,55,2023-07-28T15:29:55.606000+00:00,9135,1216
1250,7,63,2023-07-28T15:29:55.606000+00:00,9135,1216
1251,9,77,2023-07-28T15:29:55.606000+00:00,9135,1216
1252,5,81,2023-07-28T15:29:55.606000+00:00,9135,1216
1253,11,10,2023-07-28T15:29:58.246000+00:00,9135,1216
1254,7,11,2023-07-28T15:29:58.246000+00:00,9135,1216
1255,5,14,2023-07-28T15:29:58.246000+00:00,9135,1216
1256,13,18,2023-07-28T15:29:58.246000+00:00,9135,1216
1257,9,22,2023-07-28T15:29:58.246000+00:00,9135,1216
1258,12,31,2023-07-28T15:29:58.246000+00:00,9135,1216
1259,4,55,2023-07-28T15:29:58.246000+00:00,9135,1216
1260,8,63,2023-07-28T15:29:58.246000+00:00,9135,1216
1261,10,77,2023-07-28T15:29:58.246000+00:00,9135,1216
1262,6,81,2023-07-28T15:29:58.246000+00:00,9135,1216
1263,18,2,2023-07-28T15:30:01.512000+00:00,9135,1216
1264,19,3,2023-07-28T15:30:01.512000+00:00,9135,1216
1265,3,1,2023-07-28T15:35:03.335000+00:00,9135,1216
1266,2,16,2023-07-28T15:35:03.335000+00:00,9135,1216
1267,1,44,2023-07-28T15:35:03.335000+00:00,9135,1216
1268,4,1,2023-07-28T15:35:06.647000+00:00,9135,1216
1269,8,11,2023-07-28T15:35:06.647000+00:00,9135,1216
1270,6,14,2023-07-28T15:35:06.647000+00:00,9135,1216
1271,3,16,2023-07-28T15:35:06.647000+00:00,9135,1216
1272,5,55,2023-07-28T15:35:06.647000+00:00,9135,1216
1273,2,63,2023-07-28T15:35:06.647000+00:00,9135,1216
1274,7,81,2023-07-28T15:35:06.647000+00:00,9135,1216
1275,5,1,2023-07-28T15:35:10.256000+00:00,9135,1216
1276,9,11,2023-07-28T15:35:10.256000+00:00,9135,1216
1277,7,14,2023-07-28T15:35:10.256000+00:00,9135,1216
1278,4,16,2023-07-28T15:35:10.256000+00:00,9135,1216
1279,10,22,2023-07-28T15:35:10.256000+00:00,9135,1216
1280,6,55,2023-07-28T15:35:10.256000+00:00,9135,1216
1281,3,77,2023-07-28T15:35:10.256000+00:00,9135,1216
1282,8,81,2023-07-28T15:35:10.256000+00:00,9135,1216
1283,6,1,2023-07-28T15:35:12.116000+00:00,9135,1216
1284,15,4,2023-07-28T15:35:12.116000+00:00,9135,1216
1285,12,10,2023-07-28T15:35:12.116000+00:00,9135,1216
1286,10,11,2023-07-28T15:35:12.116000+00:00,9135,1216
1287,8,14,2023-07-28T15:35:12.116000+00:00,9135,1216
1288,5,16,2023-07-28T15:35:12.116000+00:00,9135,1216
1289,14,18,2023-07-28T15:35:12.116000+00:00,9135,1216
1290,4,20,2023-07-28T15:35:12.116000+00:00,9135,1216
1291,11,22,2023-07-28T15:35:12.116000+00:00,9135,1216
1292,13,31,2023-07-28T15:35:12.116000+00:00,9135,1216
1293,7,55,2023-07-28T15:35:12.116000+00:00,9135,1216
1294,9,81,2023-07-28T15:35:12.116000+00:00,9135,1216
1295,7,1,2023-07-28T15:35:18.834000+00:00,9135,1216
1296,13,10,2023-07-28T15:35:18.834000+00:00,9135,1216
1297,11,11,2023-07-28T15:35:18.834000+00:00,9135,1216
1298,9,14,2023-07-28T15:35:18.834000+00:00,9135,1216
1299,6,16,2023-07-28T15:35:18.834000+00:00,9135,1216
1300,4,18,2023-07-28T15:35:18.834000+00:00,9135,1216
1301,5,20,2023-07-28T15:35:18.834000+00:00,9135,1216
1302,12,22,2023-07-28T15:35:18.834000+00:00,9135,1216
1303,14,31,2023-07-28T15:35:18.834000+00:00,9135,1216
1304,8,55,2023-07-28T15:35:18.834000+00:00,9135,1216
1305,10,81,2023-07-28T15:35:18.834000+00:00,9135,1216
1306,8,1,2023-07-28T15:35:21.070000+00:00,9135,1216
1307,10,14,2023-07-28T15:35:21.070000+00:00,9135,1216
1308,7,16,2023-07-28T15:35:21.070000+00:00,9135,1216
1309,5,18,2023-07-28T15:35:21.070000+00:00,9135,1216
1310,6,20,2023-07-28T15:35:21.070000+00:00,9135,1216
1311,9,55,2023-07-28T15:35:21.070000+00:00,9135,1216
1312,3,63,2023-07-28T15:35:21.070000+00:00,9135,1216
1313,4,77,2023-07-28T15:35:21.070000+00:00,9135,1216
1314,2,81,2023-07-28T15:35:21.070000+00:00,9135,1216
1315,9,1,2023-07-28T15:35:22.725000+00:00,9135,1216
1316,2,14,2023-07-28T15:35:22.725000+00:00,9135,1216
1317,8,16,2023-07-28T15:35:22.725000+00:00,9135,1216
1318,6,18,2023-07-28T15:35:22.725000+00:00,9135,1216
1319,7,20,2023-07-28T15:35:22.725000+00:00,9135,1216
1320,10,55,2023-07-28T15:35:22.725000+00:00,9135,1216
1321,4,63,2023-07-28T15:35:22.725000+00:00,9135,1216
1322,5,77,2023-07-28T15:35:22.725000+00:00,9135,1216
1323,3,81,2023-07-28T15:35:22.725000+00:00,9135,1216
1324,10,1,2023-07-28T15:35:28.787000+00:00,9135,1216
1325,14,10,2023-07-28T15:35:28.787000+00:00,9135,1216
1326,12,11,2023-07-28T15:35:28.787000+00:00,9135,1216
1327,9,16,2023-07-28T15:35:28.787000+00:00,9135,1216
1328,7,18,2023-07-28T15:35:28.787000+00:00,9135,1216
1329,8,20,2023-07-28T15:35:28.787000+00:00,9135,1216
1330,13,22,2023-07-28T15:35:28.787000+00:00,9135,1216
1331,6,31,2023-07-28T15:35:28.787000+00:00,9135,1216
1332,11,55,2023-07-28T15:35:28.787000+00:00,9135,1216
1333,11,1,2023-07-28T15:35:37.412000+00:00,9135,1216
1334,4,11,2023-07-28T15:35:37.412000+00:00,9135,1216
1335,10,16,2023-07-28T15:35:37.412000+00:00,9135,1216
1336,8,18,2023-07-28T15:35:37.412000+00:00,9135,1216
1337,9,20,2023-07-28T15:35:37.412000+00:00,9135,1216
1338,7,31,2023-07-28T15:35:37.412000+00:00,9135,1216
1339,12,55,2023-07-28T15:35:37.412000+00:00,9135,1216
1340,5,63,2023-07-28T15:35:37.412000+00:00,9135,1216
1341,6,77,2023-07-28T15:35:37.412000+00:00,9135,1216
1342,5,11,2023-07-28T15:35:55.365000+00:00,9135,1216
1343,3,14,2023-07-28T15:35:55.365000+00:00,9135,1216
1344,1,16,2023-07-28T15:35:55.365000+00:00,9135,1216
1345,9,18,2023-07-28T15:35:55.365000+00:00,9135,1216
1346,10,20,2023-07-28T15:35:55.365000+00:00,9135,1216
1347,8,31,2023-07-28T15:35:55.365000+00:00,9135,1216
1348,2,44,2023-07-28T15:35:55.365000+00:00,9135,1216
1349,6,63,2023-07-28T15:35:55.365000+00:00,9135,1216
1350,7,77,2023-07-28T15:35:55.365000+00:00,9135,1216
1351,4,81,2023-07-28T15:35:55.365000+00:00,9135,1216
1352,2,1,2023-07-28T15:36:00.256000+00:00,9135,1216
1353,6,11,2023-07-28T15:36:00.256000+00:00,9135,1216
1354,4,14,2023-07-28T15:36:00.256000+00:00,9135,1216
1355,10,18,2023-07-28T15:36:00.256000+00:00,9135,1216
1356,11,20,2023-07-28T15:36:00.256000+00:00,9135,1216
1357,9,31,2023-07-28T15:36:00.256000+00:00,9135,1216
1358,3,44,2023-07-28T15:36:00.256000+00:00,9135,1216
1359,7,63,2023-07-28T15:36:00.256000+00:00,9135,1216
1360,8,77,2023-07-28T15:36:00.256000+00:00,9135,1216
1361,5,81,2023-07-28T15:36:00.256000+00:00,9135,1216
1362,7,11,2023-07-28T15:36:02.037000+00:00,9135,1216
1363,5,14,2023-07-28T15:36:02.037000+00:00,9135,1216
1364,11,18,2023-07-28T15:36:02.037000+00:00,9135,1216
1365,12,20,2023-07-28T15:36:02.037000+00:00,9135,1216
1366,10,31,2023-07-28T15:36:02.037000+00:00,9135,1216
1367,4,55,2023-07-28T15:36:02.037000+00:00,9135,1216
1368,8,63,2023-07-28T15:36:02.037000+00:00,9135,1216
1369,9,77,2023-07-28T15:36:02.037000+00:00,9135,1216
1370,6,81,2023-07-28T15:36:02.037000+00:00,9135,1216
1371,10,10,2023-07-28T15:36:15.927000+00:00,9135,1216
1372,12,18,2023-07-28T15:36:15.927000+00:00,9135,1216
1373,13,20,2023-07-28T15:36:15.927000+00:00,9135,1216
1374,14,22,2023-07-28T15:36:15.927000+00:00,9135,1216
1375,11,31,2023-07-28T15:36:15.927000+00:00,9135,1216
