,position,driver_number,date,session_key,meeting_key
2149,4,20,2023-07-29T10:35:38.274000+00:00,9286,1216
2150,9,24,2023-07-29T10:35:38.274000+00:00,9286,1216
2151,5,27,2023-07-29T10:35:38.274000+00:00,9286,1216
2152,6,44,2023-07-29T10:35:38.274000+00:00,9286,1216
2153,10,55,2023-07-29T10:35:38.274000+00:00,9286,1216
2154,7,63,2023-07-29T10:35:38.274000+00:00,9286,1216
2155,8,77,2023-07-29T10:35:38.274000+00:00,9286,1216
2156,1,81,2023-07-29T10:35:38.274000+00:00,9286,1216
2157,10,2,2023-07-29T10:35:50.414000+00:00,9286,1216
2158,15,3,2023-07-29T10:35:50.414000+00:00,9286,1216
2159,12,11,2023-07-29T10:35:50.414000+00:00,9286,1216
2160,16,14,2023-07-29T10:35:50.414000+00:00,9286,1216
2161,14,22,2023-07-29T10:35:50.414000+00:00,9286,1216
2162,13,23,2023-07-29T10:35:50.414000+00:00,9286,1216
2163,11,55,2023-07-29T10:35:50.414000+00:00,9286,1216
2164,11,2,2023-07-29T10:36:04.977000+00:00,9286,1216
2165,3,4,2023-07-29T10:36:04.977000+00:00,9286,1216
2166,4,16,2023-07-29T10:36:04.977000+00:00,9286,1216
2167,5,20,2023-07-29T10:36:04.977000+00:00,9286,1216
2168,10,24,2023-07-29T10:36:04.977000+00:00,9286,1216
2169,6,27,2023-07-29T10:36:04.977000+00:00,9286,1216
2170,7,44,2023-07-29T10:36:04.977000+00:00,9286,1216
2171,1,55,2023-07-29T10:36:04.977000+00:00,9286,1216
2172,8,63,2023-07-29T10:36:04.977000+00:00,9286,1216
2173,9,77,2023-07-29T10:36:04.977000+00:00,9286,1216
2174,2,81,2023-07-29T10:36:04.977000+00:00,9286,1216
2175,12,2,2023-07-29T10:36:15.336000+00:00,9286,1216
2176,13,11,2023-07-29T10:36:15.336000+00:00,9286,1216
2177,6,20,2023-07-29T10:36:15.336000+00:00,9286,1216
2178,5,23,2023-07-29T10:36:15.336000+00:00,9286,1216
2179,11,24,2023-07-29T10:36:15.336000+00:00,9286,1216
2180,7,27,2023-07-29T10:36:15.336000+00:00,9286,1216
2181,8,44,2023-07-29T10:36:15.336000+00:00,9286,1216
2182,9,63,2023-07-29T10:36:15.336000+00:00,9286,1216
2183,10,77,2023-07-29T10:36:15.336000+00:00,9286,1216
2184,13,2,2023-07-29T10:36:39.742000+00:00,9286,1216
2185,7,3,2023-07-29T10:36:39.742000+00:00,9286,1216
2186,14,11,2023-07-29T10:36:39.742000+00:00,9286,1216
2187,15,22,2023-07-29T10:36:39.742000+00:00,9286,1216
2188,12,24,2023-07-29T10:36:39.742000+00:00,9286,1216
2189,8,27,2023-07-29T10:36:39.742000+00:00,9286,1216
2190,9,44,2023-07-29T10:36:39.742000+00:00,9286,1216
2191,10,63,2023-07-29T10:36:39.742000+00:00,9286,1216
2192,11,77,2023-07-29T10:36:39.742000+00:00,9286,1216
2193,15,11,2023-07-29T10:36:41.007000+00:00,9286,1216
2194,17,14,2023-07-29T10:36:41.007000+00:00,9286,1216
2195,14,18,2023-07-29T10:36:41.007000+00:00,9286,1216
2196,16,22,2023-07-29T10:36:41.007000+00:00,9286,1216
2197,14,2,2023-07-29T10:36:54.070000+00:00,9286,1216
2198,8,3,2023-07-29T10:36:54.070000+00:00,9286,1216
2199,16,11,2023-07-29T10:36:54.070000+00:00,9286,1216
2200,15,18,2023-07-29T10:36:54.070000+00:00,9286,1216
2201,7,20,2023-07-29T10:36:54.070000+00:00,9286,1216
2202,6,22,2023-07-29T10:36:54.070000+00:00,9286,1216
2203,13,24,2023-07-29T10:36:54.070000+00:00,9286,1216
2204,9,27,2023-07-29T10:36:54.070000+00:00,9286,1216
2205,10,44,2023-07-29T10:36:54.070000+00:00,9286,1216
2206,11,63,2023-07-29T10:36:54.070000+00:00,9286,1216
2207,12,77,2023-07-29T10:36:54.070000+00:00,9286,1216
2208,16,1,2023-07-29T10:37:12.257000+00:00,9286,1216
2209,19,10,2023-07-29T10:37:12.257000+00:00,9286,1216
2210,17,11,2023-07-29T10:37:12.257000+00:00,9286,1216
2211,18,14,2023-07-29T10:37:12.257000+00:00,9286,1216
2212,20,31,2023-07-29T10:37:12.257000+00:00,9286,1216
2213,9,3,2023-07-29T10:37:13.663000+00:00,9286,1216
2214,4,4,2023-07-29T10:37:13.663000+00:00,9286,1216
2215,5,16,2023-07-29T10:37:13.663000+00:00,9286,1216
2216,8,20,2023-07-29T10:37:13.663000+00:00,9286,1216
2217,7,22,2023-07-29T10:37:13.663000+00:00,9286,1216
2218,6,23,2023-07-29T10:37:13.663000+00:00,9286,1216
2219,10,27,2023-07-29T10:37:13.663000+00:00,9286,1216
2220,1,44,2023-07-29T10:37:13.663000+00:00,9286,1216
2221,2,55,2023-07-29T10:37:13.663000+00:00,9286,1216
2222,3,81,2023-07-29T10:37:13.663000+00:00,9286,1216
2223,17,1,2023-07-29T10:37:14.632000+00:00,9286,1216
2224,15,2,2023-07-29T10:37:14.632000+00:00,9286,1216
2225,10,3,2023-07-29T10:37:14.632000+00:00,9286,1216
2226,6,11,2023-07-29T10:37:14.632000+00:00,9286,1216
2227,16,18,2023-07-29T10:37:14.632000+00:00,9286,1216
2228,9,20,2023-07-29T10:37:14.632000+00:00,9286,1216
2229,8,22,2023-07-29T10:37:14.632000+00:00,9286,1216
2230,7,23,2023-07-29T10:37:14.632000+00:00,9286,1216
2231,14,24,2023-07-29T10:37:14.632000+00:00,9286,1216
2232,11,27,2023-07-29T10:37:14.632000+00:00,9286,1216
2233,12,63,2023-07-29T10:37:14.632000+00:00,9286,1216
2234,13,77,2023-07-29T10:37:14.632000+00:00,9286,1216
2235,18,1,2023-07-29T10:37:18.460000+00:00,9286,1216
2236,20,10,2023-07-29T10:37:18.460000+00:00,9286,1216
2237,19,14,2023-07-29T10:37:18.460000+00:00,9286,1216
2238,17,31,2023-07-29T10:37:18.460000+00:00,9286,1216
2239,11,3,2023-07-29T10:37:22.007000+00:00,9286,1216
2240,5,4,2023-07-29T10:37:22.007000+00:00,9286,1216
2241,7,11,2023-07-29T10:37:22.007000+00:00,9286,1216
2242,6,16,2023-07-29T10:37:22.007000+00:00,9286,1216
2243,10,20,2023-07-29T10:37:22.007000+00:00,9286,1216
2244,9,22,2023-07-29T10:37:22.007000+00:00,9286,1216
2245,8,23,2023-07-29T10:37:22.007000+00:00,9286,1216
2246,12,27,2023-07-29T10:37:22.007000+00:00,9286,1216
2247,3,55,2023-07-29T10:37:22.007000+00:00,9286,1216
2248,2,63,2023-07-29T10:37:22.007000+00:00,9286,1216
2249,4,81,2023-07-29T10:37:22.007000+00:00,9286,1216
2250,19,1,2023-07-29T10:37:25.632000+00:00,9286,1216
2251,17,10,2023-07-29T10:37:25.632000+00:00,9286,1216
2252,20,14,2023-07-29T10:37:25.632000+00:00,9286,1216
2253,18,31,2023-07-29T10:37:25.632000+00:00,9286,1216
2254,12,3,2023-07-29T10:37:28.585000+00:00,9286,1216
2255,6,4,2023-07-29T10:37:28.585000+00:00,9286,1216
2256,8,11,2023-07-29T10:37:28.585000+00:00,9286,1216
2257,7,16,2023-07-29T10:37:28.585000+00:00,9286,1216
2258,11,20,2023-07-29T10:37:28.585000+00:00,9286,1216
2259,10,22,2023-07-29T10:37:28.585000+00:00,9286,1216
2260,9,23,2023-07-29T10:37:28.585000+00:00,9286,1216
2261,13,27,2023-07-29T10:37:28.585000+00:00,9286,1216
2262,4,55,2023-07-29T10:37:28.585000+00:00,9286,1216
2263,3,77,2023-07-29T10:37:28.585000+00:00,9286,1216
2264,5,81,2023-07-29T10:37:28.585000+00:00,9286,1216
2265,7,4,2023-07-29T10:37:38.397000+00:00,9286,1216
2266,9,11,2023-07-29T10:37:38.397000+00:00,9286,1216
2267,8,16,2023-07-29T10:37:38.397000+00:00,9286,1216
2268,1,20,2023-07-29T10:37:38.397000+00:00,9286,1216
2269,11,22,2023-07-29T10:37:38.397000+00:00,9286,1216
2270,10,23,2023-07-29T10:37:38.397000+00:00,9286,1216
2271,2,44,2023-07-29T10:37:38.397000+00:00,9286,1216
2272,5,55,2023-07-29T10:37:38.397000+00:00,9286,1216
2273,3,63,2023-07-29T10:37:38.397000+00:00,9286,1216
2274,4,77,2023-07-29T10:37:38.397000+00:00,9286,1216
2275,6,81,2023-07-29T10:37:38.397000+00:00,9286,1216
2276,13,3,2023-07-29T10:37:46.553000+00:00,9286,1216
2277,8,4,2023-07-29T10:37:46.553000+00:00,9286,1216
2278,10,11,2023-07-29T10:37:46.553000+00:00,9286,1216
2279,9,16,2023-07-29T10:37:46.553000+00:00,9286,1216
2280,12,22,2023-07-29T10:37:46.553000+00:00,9286,1216
2281,11,23,2023-07-29T10:37:46.553000+00:00,9286,1216
2282,5,24,2023-07-29T10:37:46.553000+00:00,9286,1216
2283,14,27,2023-07-29T10:37:46.553000+00:00,9286,1216
2284,6,55,2023-07-29T10:37:46.553000+00:00,9286,1216
2285,7,81,2023-07-29T10:37:46.553000+00:00,9286,1216
2286,14,3,2023-07-29T10:37:55.257000+00:00,9286,1216
2287,9,4,2023-07-29T10:37:55.257000+00:00,9286,1216
2288,11,11,2023-07-29T10:37:55.257000+00:00,9286,1216
2289,10,16,2023-07-29T10:37:55.257000+00:00,9286,1216
2290,13,22,2023-07-29T10:37:55.257000+00:00,9286,1216
2291,12,23,2023-07-29T10:37:55.257000+00:00,9286,1216
2292,6,24,2023-07-29T10:37:55.257000+00:00,9286,1216
2293,2,27,2023-07-29T10:37:55.257000+00:00,9286,1216
2294,3,44,2023-07-29T10:37:55.257000+00:00,9286,1216
2295,7,55,2023-07-29T10:37:55.257000+00:00,9286,1216
2296,4,63,2023-07-29T10:37:55.257000+00:00,9286,1216
2297,5,77,2023-07-29T10:37:55.257000+00:00,9286,1216
2298,8,81,2023-07-29T10:37:55.257000+00:00,9286,1216
2299,1,4,2023-07-29T10:38:02.663000+00:00,9286,1216
2300,2,20,2023-07-29T10:38:02.663000+00:00,9286,1216
2301,7,24,2023-07-29T10:38:02.663000+00:00,9286,1216
2302,3,27,2023-07-29T10:38:02.663000+00:00,9286,1216
2303,4,44,2023-07-29T10:38:02.663000+00:00,9286,1216
2304,8,55,2023-07-29T10:38:02.663000+00:00,9286,1216
2305,5,63,2023-07-29T10:38:02.663000+00:00,9286,1216
2306,6,77,2023-07-29T10:38:02.663000+00:00,9286,1216
2307,9,81,2023-07-29T10:38:02.663000+00:00,9286,1216
2308,2,16,2023-07-29T10:38:15.600000+00:00,9286,1216
2309,3,20,2023-07-29T10:38:15.600000+00:00,9286,1216
2310,8,24,2023-07-29T10:38:15.600000+00:00,9286,1216
2311,4,27,2023-07-29T10:38:15.600000+00:00,9286,1216
2312,5,44,2023-07-29T10:38:15.600000+00:00,9286,1216
2313,9,55,2023-07-29T10:38:15.600000+00:00,9286,1216
2314,6,63,2023-07-29T10:38:15.600000+00:00,9286,1216
2315,7,77,2023-07-29T10:38:15.600000+00:00,9286,1216
2316,10,81,2023-07-29T10:38:15.600000+00:00,9286,1216
2317,2,4,2023-07-29T10:38:23.506000+00:00,9286,1216
2318,3,16,2023-07-29T10:38:23.506000+00:00,9286,1216
2319,4,20,2023-07-29T10:38:23.506000+00:00,9286,1216
2320,9,24,2023-07-29T10:38:23.506000+00:00,9286,1216
2321,5,27,2023-07-29T10:38:23.506000+00:00,9286,1216
2322,6,44,2023-07-29T10:38:23.506000+00:00,9286,1216
2323,10,55,2023-07-29T10:38:23.506000+00:00,9286,1216
2324,7,63,2023-07-29T10:38:23.506000+00:00,9286,1216
2325,8,77,2023-07-29T10:38:23.506000+00:00,9286,1216
2326,1,81,2023-07-29T10:38:23.506000+00:00,9286,1216
2327,10,2,2023-07-29T10:38:29.662000+00:00,9286,1216
2328,15,3,2023-07-29T10:38:29.662000+00:00,9286,1216
2329,12,11,2023-07-29T10:38:29.662000+00:00,9286,1216
2330,14,22,2023-07-29T10:38:29.662000+00:00,9286,1216
2331,13,23,2023-07-29T10:38:29.662000+00:00,9286,1216
2332,11,55,2023-07-29T10:38:29.662000+00:00,9286,1216
2333,11,2,2023-07-29T10:38:38.615000+00:00,9286,1216
2334,3,4,2023-07-29T10:38:38.615000+00:00,9286,1216
2335,4,16,2023-07-29T10:38:38.615000+00:00,9286,1216
2336,5,20,2023-07-29T10:38:38.615000+00:00,9286,1216
2337,10,24,2023-07-29T10:38:38.615000+00:00,9286,1216
2338,6,27,2023-07-29T10:38:38.615000+00:00,9286,1216
2339,7,44,2023-07-29T10:38:38.615000+00:00,9286,1216
2340,1,55,2023-07-29T10:38:38.615000+00:00,9286,1216
2341,8,63,2023-07-29T10:38:38.615000+00:00,9286,1216
2342,9,77,2023-07-29T10:38:38.615000+00:00,9286,1216
2343,2,81,2023-07-29T10:38:38.615000+00:00,9286,1216
2344,12,2,2023-07-29T10:38:42.787000+00:00,9286,1216
2345,13,11,2023-07-29T10:38:42.787000+00:00,9286,1216
2346,6,20,2023-07-29T10:38:42.787000+00:00,9286,1216
2347,5,23,2023-07-29T10:38:42.787000+00:00,9286,1216
2348,11,24,2023-07-29T10:38:42.787000+00:00,9286,1216
2349,7,27,2023-07-29T10:38:42.787000+00:00,9286,1216
2350,8,44,2023-07-29T10:38:42.787000+00:00,9286,1216
2351,9,63,2023-07-29T10:38:42.787000+00:00,9286,1216
2352,10,77,2023-07-29T10:38:42.787000+00:00,9286,1216
2353,13,2,2023-07-29T10:38:51.272000+00:00,9286,1216
2354,7,3,2023-07-29T10:38:51.272000+00:00,9286,1216
2355,14,11,2023-07-29T10:38:51.272000+00:00,9286,1216
2356,15,22,2023-07-29T10:38:51.272000+00:00,9286,1216
2357,12,24,2023-07-29T10:38:51.272000+00:00,9286,1216
2358,8,27,2023-07-29T10:38:51.272000+00:00,9286,1216
2359,9,44,2023-07-29T10:38:51.272000+00:00,9286,1216
2360,10,63,2023-07-29T10:38:51.272000+00:00,9286,1216
2361,11,77,2023-07-29T10:38:51.272000+00:00,9286,1216
2362,20,1,2023-07-29T10:38:55.928000+00:00,9286,1216
2363,18,10,2023-07-29T10:38:55.928000+00:00,9286,1216
2364,16,14,2023-07-29T10:38:55.928000+00:00,9286,1216
2365,17,18,2023-07-29T10:38:55.928000+00:00,9286,1216
2366,19,31,2023-07-29T10:38:55.928000+00:00,9286,1216
2367,15,11,2023-07-29T10:38:59.506000+00:00,9286,1216
2368,17,14,2023-07-29T10:38:59.506000+00:00,9286,1216
2369,14,18,2023-07-29T10:38:59.506000+00:00,9286,1216
2370,16,22,2023-07-29T10:38:59.506000+00:00,9286,1216
2371,14,2,2023-07-29T10:39:10.724000+00:00,9286,1216
2372,8,3,2023-07-29T10:39:10.724000+00:00,9286,1216
2373,16,11,2023-07-29T10:39:10.724000+00:00,9286,1216
2374,15,18,2023-07-29T10:39:10.724000+00:00,9286,1216
2375,7,20,2023-07-29T10:39:10.724000+00:00,9286,1216
2376,6,22,2023-07-29T10:39:10.724000+00:00,9286,1216
2377,13,24,2023-07-29T10:39:10.724000+00:00,9286,1216
2378,9,27,2023-07-29T10:39:10.724000+00:00,9286,1216
2379,10,44,2023-07-29T10:39:10.724000+00:00,9286,1216
2380,11,63,2023-07-29T10:39:10.724000+00:00,9286,1216
2381,12,77,2023-07-29T10:39:10.724000+00:00,9286,1216
2382,9,3,2023-07-29T10:39:16.006000+00:00,9286,1216
2383,4,4,2023-07-29T10:39:16.006000+00:00,9286,1216
2384,5,16,2023-07-29T10:39:16.006000+00:00,9286,1216
2385,8,20,2023-07-29T10:39:16.006000+00:00,9286,1216
2386,7,22,2023-07-29T10:39:16.006000+00:00,9286,1216
2387,6,23,2023-07-29T10:39:16.006000+00:00,9286,1216
2388,10,27,2023-07-29T10:39:16.006000+00:00,9286,1216
2389,1,44,2023-07-29T10:39:16.006000+00:00,9286,1216
2390,2,55,2023-07-29T10:39:16.006000+00:00,9286,1216
2391,3,81,2023-07-29T10:39:16.006000+00:00,9286,1216
2392,16,1,2023-07-29T10:39:22.131000+00:00,9286,1216
2393,19,10,2023-07-29T10:39:22.131000+00:00,9286,1216
2394,17,11,2023-07-29T10:39:22.131000+00:00,9286,1216
2395,18,14,2023-07-29T10:39:22.131000+00:00,9286,1216
2396,20,31,2023-07-29T10:39:22.131000+00:00,9286,1216
2397,10,3,2023-07-29T10:39:27.006000+00:00,9286,1216
2398,5,4,2023-07-29T10:39:27.006000+00:00,9286,1216
2399,6,16,2023-07-29T10:39:27.006000+00:00,9286,1216
2400,9,20,2023-07-29T10:39:27.006000+00:00,9286,1216
2401,8,22,2023-07-29T10:39:27.006000+00:00,9286,1216
2402,7,23,2023-07-29T10:39:27.006000+00:00,9286,1216
2403,11,27,2023-07-29T10:39:27.006000+00:00,9286,1216
2404,3,55,2023-07-29T10:39:27.006000+00:00,9286,1216
2405,2,63,2023-07-29T10:39:27.006000+00:00,9286,1216
2406,4,81,2023-07-29T10:39:27.006000+00:00,9286,1216
2407,11,3,2023-07-29T10:39:32.021000+00:00,9286,1216
2408,6,4,2023-07-29T10:39:32.021000+00:00,9286,1216
2409,7,16,2023-07-29T10:39:32.021000+00:00,9286,1216
2410,10,20,2023-07-29T10:39:32.021000+00:00,9286,1216
2411,9,22,2023-07-29T10:39:32.021000+00:00,9286,1216
2412,8,23,2023-07-29T10:39:32.021000+00:00,9286,1216
2413,12,27,2023-07-29T10:39:32.021000+00:00,9286,1216
2414,4,55,2023-07-29T10:39:32.021000+00:00,9286,1216
2415,3,63,2023-07-29T10:39:32.021000+00:00,9286,1216
2416,2,77,2023-07-29T10:39:32.021000+00:00,9286,1216
2417,5,81,2023-07-29T10:39:32.021000+00:00,9286,1216
2418,17,1,2023-07-29T10:39:38.724000+00:00,9286,1216
2419,15,2,2023-07-29T10:39:38.724000+00:00,9286,1216
2420,12,3,2023-07-29T10:39:38.724000+00:00,9286,1216
2421,8,11,2023-07-29T10:39:38.724000+00:00,9286,1216
2422,16,18,2023-07-29T10:39:38.724000+00:00,9286,1216
2423,11,20,2023-07-29T10:39:38.724000+00:00,9286,1216
2424,10,22,2023-07-29T10:39:38.724000+00:00,9286,1216
2425,9,23,2023-07-29T10:39:38.724000+00:00,9286,1216
2426,14,24,2023-07-29T10:39:38.724000+00:00,9286,1216
2427,13,27,2023-07-29T10:39:38.724000+00:00,9286,1216
2428,18,1,2023-07-29T10:39:43.646000+00:00,9286,1216
2429,20,10,2023-07-29T10:39:43.646000+00:00,9286,1216
2430,19,14,2023-07-29T10:39:43.646000+00:00,9286,1216
2431,17,31,2023-07-29T10:39:43.646000+00:00,9286,1216
2432,13,3,2023-07-29T10:39:51.287000+00:00,9286,1216
2433,7,4,2023-07-29T10:39:51.287000+00:00,9286,1216
2434,9,11,2023-07-29T10:39:51.287000+00:00,9286,1216
2435,8,16,2023-07-29T10:39:51.287000+00:00,9286,1216
2436,12,20,2023-07-29T10:39:51.287000+00:00,9286,1216
2437,11,22,2023-07-29T10:39:51.287000+00:00,9286,1216
2438,10,23,2023-07-29T10:39:51.287000+00:00,9286,1216
2439,3,24,2023-07-29T10:39:51.287000+00:00,9286,1216
2440,14,27,2023-07-29T10:39:51.287000+00:00,9286,1216
2441,5,55,2023-07-29T10:39:51.287000+00:00,9286,1216
2442,4,63,2023-07-29T10:39:51.287000+00:00,9286,1216
2443,6,81,2023-07-29T10:39:51.287000+00:00,9286,1216
2444,19,1,2023-07-29T10:39:55.599000+00:00,9286,1216
2445,17,10,2023-07-29T10:39:55.599000+00:00,9286,1216
2446,20,14,2023-07-29T10:39:55.599000+00:00,9286,1216
2447,18,31,2023-07-29T10:39:55.599000+00:00,9286,1216
2448,2,4,2023-07-29T10:40:05.474000+00:00,9286,1216
2449,4,24,2023-07-29T10:40:05.474000+00:00,9286,1216
2450,6,55,2023-07-29T10:40:05.474000+00:00,9286,1216
2451,5,63,2023-07-29T10:40:05.474000+00:00,9286,1216
2452,3,77,2023-07-29T10:40:05.474000+00:00,9286,1216
2453,7,81,2023-07-29T10:40:05.474000+00:00,9286,1216
2454,3,4,2023-07-29T10:40:17.067000+00:00,9286,1216
2455,1,16,2023-07-29T10:40:17.067000+00:00,9286,1216
2456,5,24,2023-07-29T10:40:17.067000+00:00,9286,1216
2457,2,44,2023-07-29T10:40:17.067000+00:00,9286,1216
2458,7,55,2023-07-29T10:40:17.067000+00:00,9286,1216
2459,6,63,2023-07-29T10:40:17.067000+00:00,9286,1216
2460,4,77,2023-07-29T10:40:17.067000+00:00,9286,1216
2461,8,81,2023-07-29T10:40:17.067000+00:00,9286,1216
2462,4,4,2023-07-29T10:40:24.864000+00:00,9286,1216
2463,2,16,2023-07-29T10:40:24.864000+00:00,9286,1216
2464,6,24,2023-07-29T10:40:24.864000+00:00,9286,1216
2465,3,44,2023-07-29T10:40:24.864000+00:00,9286,1216
2466,8,55,2023-07-29T10:40:24.864000+00:00,9286,1216
2467,7,63,2023-07-29T10:40:24.864000+00:00,9286,1216
2468,5,77,2023-07-29T10:40:24.864000+00:00,9286,1216
2469,1,81,2023-07-29T10:40:24.864000+00:00,9286,1216
2470,6,2,2023-07-29T10:40:33.458000+00:00,9286,1216
2471,14,3,2023-07-29T10:40:33.458000+00:00,9286,1216
2472,10,11,2023-07-29T10:40:33.458000+00:00,9286,1216
2473,13,20,2023-07-29T10:40:33.458000+00:00,9286,1216
2474,12,22,2023-07-29T10:40:33.458000+00:00,9286,1216
2475,11,23,2023-07-29T10:40:33.458000+00:00,9286,1216
2476,7,24,2023-07-29T10:40:33.458000+00:00,9286,1216
2477,15,27,2023-07-29T10:40:33.458000+00:00,9286,1216
2478,9,55,2023-07-29T10:40:33.458000+00:00,9286,1216
2479,8,63,2023-07-29T10:40:33.458000+00:00,9286,1216
2480,8,24,2023-07-29T10:40:42.848000+00:00,9286,1216
2481,7,55,2023-07-29T10:40:42.848000+00:00,9286,1216
2482,9,63,2023-07-29T10:40:42.848000+00:00,9286,1216
2483,7,2,2023-07-29T10:40:44.723000+00:00,9286,1216
2484,5,4,2023-07-29T10:40:44.723000+00:00,9286,1216
2485,11,11,2023-07-29T10:40:44.723000+00:00,9286,1216
2486,3,23,2023-07-29T10:40:44.723000+00:00,9286,1216
2487,9,24,2023-07-29T10:40:44.723000+00:00,9286,1216
2488,4,44,2023-07-29T10:40:44.723000+00:00,9286,1216
2489,8,55,2023-07-29T10:40:44.723000+00:00,9286,1216
2490,10,63,2023-07-29T10:40:44.723000+00:00,9286,1216
2491,6,77,2023-07-29T10:40:44.723000+00:00,9286,1216
2492,8,2,2023-07-29T10:40:53.786000+00:00,9286,1216
2493,5,3,2023-07-29T10:40:53.786000+00:00,9286,1216
2494,6,4,2023-07-29T10:40:53.786000+00:00,9286,1216
2495,12,11,2023-07-29T10:40:53.786000+00:00,9286,1216
2496,14,20,2023-07-29T10:40:53.786000+00:00,9286,1216
2497,13,22,2023-07-29T10:40:53.786000+00:00,9286,1216
2498,10,24,2023-07-29T10:40:53.786000+00:00,9286,1216
2499,9,55,2023-07-29T10:40:53.786000+00:00,9286,1216
2500,11,63,2023-07-29T10:40:53.786000+00:00,9286,1216
2501,7,77,2023-07-29T10:40:53.786000+00:00,9286,1216
2502,9,2,2023-07-29T10:41:02.426000+00:00,9286,1216
2503,13,11,2023-07-29T10:41:02.426000+00:00,9286,1216
2504,7,18,2023-07-29T10:41:02.426000+00:00,9286,1216
2505,15,20,2023-07-29T10:41:02.426000+00:00,9286,1216
2506,14,22,2023-07-29T10:41:02.426000+00:00,9286,1216
2507,11,24,2023-07-29T10:41:02.426000+00:00,9286,1216
2508,16,27,2023-07-29T10:41:02.426000+00:00,9286,1216
2509,10,55,2023-07-29T10:41:02.426000+00:00,9286,1216
2510,12,63,2023-07-29T10:41:02.426000+00:00,9286,1216
2511,8,77,2023-07-29T10:41:02.426000+00:00,9286,1216
2512,20,1,2023-07-29T10:41:09.239000+00:00,9286,1216
2513,18,10,2023-07-29T10:41:09.239000+00:00,9286,1216
2514,17,14,2023-07-29T10:41:09.239000+00:00,9286,1216
2515,19,31,2023-07-29T10:41:09.239000+00:00,9286,1216
2516,14,11,2023-07-29T10:41:17.379000+00:00,9286,1216
2517,13,22,2023-07-29T10:41:17.379000+00:00,9286,1216
2518,1,1,2023-07-29T10:41:23.160000+00:00,9286,1216
2519,10,2,2023-07-29T10:41:23.160000+00:00,9286,1216
2520,6,3,2023-07-29T10:41:23.160000+00:00,9286,1216
2521,7,4,2023-07-29T10:41:23.160000+00:00,9286,1216
2522,19,10,2023-07-29T10:41:23.160000+00:00,9286,1216
2523,15,11,2023-07-29T10:41:23.160000+00:00,9286,1216
2524,18,14,2023-07-29T10:41:23.160000+00:00,9286,1216
2525,3,16,2023-07-29T10:41:23.160000+00:00,9286,1216
2526,8,18,2023-07-29T10:41:23.160000+00:00,9286,1216
2527,16,20,2023-07-29T10:41:23.160000+00:00,9286,1216
2528,14,22,2023-07-29T10:41:23.160000+00:00,9286,1216
2529,4,23,2023-07-29T10:41:23.160000+00:00,9286,1216
2530,12,24,2023-07-29T10:41:23.160000+00:00,9286,1216
2531,17,27,2023-07-29T10:41:23.160000+00:00,9286,1216
2532,20,31,2023-07-29T10:41:23.160000+00:00,9286,1216
2533,5,44,2023-07-29T10:41:23.160000+00:00,9286,1216
2534,11,55,2023-07-29T10:41:23.160000+00:00,9286,1216
2535,13,63,2023-07-29T10:41:23.160000+00:00,9286,1216
2536,9,77,2023-07-29T10:41:23.160000+00:00,9286,1216
2537,2,81,2023-07-29T10:41:23.160000+00:00,9286,1216
2538,11,2,2023-07-29T10:41:28.082000+00:00,9286,1216
2539,7,3,2023-07-29T10:41:28.082000+00:00,9286,1216
2540,8,4,2023-07-29T10:41:28.082000+00:00,9286,1216
2541,4,16,2023-07-29T10:41:28.082000+00:00,9286,1216
2542,9,18,2023-07-29T10:41:28.082000+00:00,9286,1216
2543,5,23,2023-07-29T10:41:28.082000+00:00,9286,1216
2544,13,24,2023-07-29T10:41:28.082000+00:00,9286,1216
2545,6,44,2023-07-29T10:41:28.082000+00:00,9286,1216
2546,12,55,2023-07-29T10:41:28.082000+00:00,9286,1216
2547,2,63,2023-07-29T10:41:28.082000+00:00,9286,1216
2548,10,77,2023-07-29T10:41:28.082000+00:00,9286,1216
2549,3,81,2023-07-29T10:41:28.082000+00:00,9286,1216
2550,12,2,2023-07-29T10:41:39.770000+00:00,9286,1216
2551,8,3,2023-07-29T10:41:39.770000+00:00,9286,1216
2552,9,4,2023-07-29T10:41:39.770000+00:00,9286,1216
2553,3,11,2023-07-29T10:41:39.770000+00:00,9286,1216
2554,5,16,2023-07-29T10:41:39.770000+00:00,9286,1216
2555,10,18,2023-07-29T10:41:39.770000+00:00,9286,1216
2556,15,22,2023-07-29T10:41:39.770000+00:00,9286,1216
2557,6,23,2023-07-29T10:41:39.770000+00:00,9286,1216
2558,14,24,2023-07-29T10:41:39.770000+00:00,9286,1216
2559,7,44,2023-07-29T10:41:39.770000+00:00,9286,1216
2560,13,55,2023-07-29T10:41:39.770000+00:00,9286,1216
2561,11,77,2023-07-29T10:41:39.770000+00:00,9286,1216
2562,4,81,2023-07-29T10:41:39.770000+00:00,9286,1216
2563,13,2,2023-07-29T10:41:46.332000+00:00,9286,1216
2564,10,4,2023-07-29T10:41:46.332000+00:00,9286,1216
2565,20,10,2023-07-29T10:41:46.332000+00:00,9286,1216
2566,19,14,2023-07-29T10:41:46.332000+00:00,9286,1216
2567,11,18,2023-07-29T10:41:46.332000+00:00,9286,1216
2568,17,20,2023-07-29T10:41:46.332000+00:00,9286,1216
2569,16,22,2023-07-29T10:41:46.332000+00:00,9286,1216
2570,15,24,2023-07-29T10:41:46.332000+00:00,9286,1216
2571,18,27,2023-07-29T10:41:46.332000+00:00,9286,1216
