meeting_key,driver_num,min_lap_p1,max_lap_p1,avg_lap_p1,num_laps_p1,num_stints_p1,num_pits_p1,avg_pit_time_p1,did_rain_p1,max_wind_p1,avg_air_temp_p1,avg_track_temp_p1,max_brake_p1,min_rpm_p1,max_rpm_p1,avg_rpm_p1,max_throttle_p1,avg_throttle_p1,min_speed_p1,max_speed_p1,avg_speed_p1,min_lap_p2,max_lap_p2,avg_lap_p2,num_laps_p2,num_stints_p2,num_pits_p2,avg_pit_time_p2,did_rain_p2,max_wind_p2,avg_air_temp_p2,avg_track_temp_p2,max_brake_p2,min_rpm_p2,max_rpm_p2,avg_rpm_p2,max_throttle_p2,avg_throttle_p2,min_speed_p2,max_speed_p2,avg_speed_p2,min_lap_p3,max_lap_p3,avg_lap_p3,num_laps_p3,num_stints_p3,num_pits_p3,avg_pit_time_p3,did_rain_p3,max_wind_p3,avg_air_temp_p3,avg_track_temp_p3,max_brake_p3,min_rpm_p3,max_rpm_p3,avg_rpm_p3,max_throttle_p3,avg_throttle_p3,min_speed_p3,max_speed_p3,avg_speed_p3,min_lap_q,max_lap_q,avg_lap_q,num_laps_q,num_stints_q,num_pits_q,avg_pit_time_q,did_rain_q,max_wind_q,avg_air_temp_q,avg_track_temp_q,max_brake_q,min_rpm_q,max_rpm_q,avg_rpm_q,max_throttle_q,avg_throttle_q,min_speed_q,max_speed_q,avg_speed_q
1256,1,89.065,614.83,169.987,23,4,4,439.6,0,6.6,13.599,35.942,100,5280,11982,10353,100,76.0,76,331,233,88.67,2193.517,774.845,9,4,4,1067.075,0,7.1,13.631,33.348,100,6478,12214,10494,100,75.0,73,330,237,88.497,695.805,169.621,20,4,4,269.2,0,4.8,14.228,38.548,100,5532,12318,10511,100,77.0,73,320,234,86.983,889.408,246.591,17.0,6.0,6.0,451.6,0.0,4.8,14.695,32.141,100.0,5500.0,12165.0,10559.0,100.0,78.0,77.0,325.0,240.0
1256,4,88.549,629.62,156.948,24,4,4,355.3,0,6.6,13.599,35.942,100,6624,12273,10767,100,77.0,74,328,235,88.163,1556.178,451.175,12,5,5,593.9,0,7.1,13.631,33.348,100,6477,12311,10720,100,75.0,74,329,237,87.965,785.935,195.121,17,3,3,660.2,0,4.8,14.228,38.548,100,6491,12244,10696,100,76.0,72,318,236,86.995,1647.037,285.456,15.0,4.0,4.0,835.9,0.0,4.8,14.695,32.141,100.0,6410.0,12414.0,10782.0,100.0,77.0,74.0,320.0,240.0
1256,5,90.147,790.861,147.453,26,4,4,335.5,0,6.6,13.599,35.942,100,6268,12058,10595,100,76.0,71,328,232,89.335,1643.846,426.533,12,4,4,1067.075,0,7.1,13.631,33.348,100,5985,12147,10618,100,76.0,68,331,234,90.134,839.242,268.697,13,4,4,524.0,0,4.8,14.228,38.548,100,6328,12084,10576,100,75.0,72,320,232,88.622,334.601,137.198,9.0,3.0,3.0,126.6,0.0,4.8,14.695,32.141,100.0,6221.0,12131.0,10583.0,100.0,77.0,73.0,321.0,234.0
1256,6,89.225,557.046,139.677,28,6,6,168.0,0,6.6,13.599,35.942,100,5421,12758,10419,100,78.0,72,329,235,88.518,2197.086,475.958,12,4,4,1067.075,0,7.1,13.631,33.348,100,5563,12399,10506,100,79.0,74,330,236,88.786,824.568,199.944,16,4,4,462.4,0,4.8,14.228,38.548,100,5233,12607,10480,100,76.0,74,321,235,87.569,840.96,243.383,18.0,6.0,6.0,544.9,0.0,4.8,14.695,32.141,100.0,5439.0,12385.0,10528.0,100.0,78.0,74.0,324.0,237.0
1256,7,91.659,148.251,119.955,3,1,1,348.84736842105264,0,7.1,13.631,33.348,100,5210,11829,10170,100,74.0,74,328,228,89.767,947.014,251.603,15,3,3,832.6,0,4.8,14.228,38.548,100,5285,11883,10293,100,74.0,75,323,233,88.877,285.281,134.424,9,3,3,121.8,0,4.8,14.695,32.141,100,5319,11912,10302,100,77.0,73,325,234,87.80363157894737,769.7763157894738,217.06152631578948,14.894736842105264,4.894736842105263,4.894736842105263,443.378947368421,0.0,4.8,14.694999999999999,32.14099999999999,100.0,5690.0,12185.736842105263,10585.947368421053,100.0,77.78947368421052,73.0,322.4736842105263,236.31578947368422
1256,10,89.547,829.837,159.413,23,3,3,541.2,0,6.6,13.599,35.942,100,5327,12002,10351,100,75.0,75,331,229,88.757,1642.445,427.367,13,4,4,1067.075,0,7.1,13.631,33.348,100,5397,11900,10476,100,76.0,72,335,235,88.603,653.23,162.159,15,4,4,201.8,0,4.8,14.228,38.548,100,5511,11849,10408,100,77.0,75,323,234,87.822,853.9,228.602,12.0,4.0,4.0,444.9,0.0,4.8,14.695,32.141,100.0,5229.0,11979.0,10458.0,100.0,78.0,73.0,324.0,236.0
1256,12,89.284,501.159,136.852,28,4,4,233.0,0,6.6,13.599,35.942,100,6189,12341,10817,100,76.0,71,331,232,89.733,1611.122,416.454,12,4,4,1067.075,0,7.1,13.631,33.348,100,6128,12192,10737,100,76.0,74,331,232,89.126,724.266,177.28,20,4,4,309.2,0,4.8,14.228,38.548,100,6175,12453,10759,100,77.0,73,323,232,87.555,792.758,245.916,18.0,6.0,6.0,556.0,0.0,4.8,14.695,32.141,100.0,6242.0,12127.0,10768.0,100.0,79.0,75.0,324.0,237.0
1256,14,89.222,702.514,153.234,25,5,5,245.8,0,6.6,13.599,35.942,100,6041,12061,10573,100,77.0,71,329,232,89.978,1686.591,888.284,5,2,2,1067.075,0,7.1,13.631,33.348,100,5658,12005,10585,100,73.0,70,330,231,89.772,653.778,171.114,17,5,5,314.8,0,4.8,14.228,38.548,100,6215,12070,10559,100,76.0,73,324,232,87.897,886.932,256.265,12.0,4.0,4.0,701.2,0.0,4.8,14.695,32.141,100.0,6003.0,12168.0,10649.0,100.0,77.0,69.0,321.0,235.0
1256,16,88.965,740.436,148.398,27,3,3,479.7,0,6.6,13.599,35.942,100,6285,12010,10576,100,78.0,72,328,232,88.586,1552.003,374.395,14,4,4,1067.075,0,7.1,13.631,33.348,100,6298,12185,10632,100,79.0,70,332,234,88.414,597.101,202.729,12,4,4,322.7,0,4.8,14.228,38.548,100,5117,12014,10435,100,77.0,69,323,233,87.299,914.924,206.575,21.0,7.0,7.0,322.9,0.0,4.8,14.695,32.141,100.0,5690.0,12186.0,10614.0,100.0,78.0,76.0,326.0,239.0
1256,18,89.758,624.379,152.484,25,5,5,214.3,0,6.6,13.599,35.942,100,5007,12424,10495,100,79.0,67,327,232,90.845,1656.557,467.819,12,4,4,1067.075,0,7.1,13.631,33.348,100,5402,12056,10468,100,75.0,65,329,230,90.267,640.348,180.518,16,5,5,319.0,0,4.8,14.228,38.548,100,4784,12140,10508,100,76.0,71,317,232,89.271,424.964,193.164,5.0,2.0,2.0,293.6,0.0,4.8,14.695,32.141,100.0,4890.0,12145.0,10499.0,100.0,76.0,68.0,322.0,231.0
1256,22,89.172,587.202,157.212,25,3,3,464.8,0,6.6,13.599,35.942,100,5133,12000,10431,100,77.0,71,329,232,90.625,1542.012,478.403,11,4,4,1067.075,0,7.1,13.631,33.348,100,5181,12314,10269,100,73.0,72,329,228,88.785,778.312,202.933,15,5,5,139.3,0,4.8,14.228,38.548,100,5166,11874,10420,100,76.0,73,318,234,87.967,780.934,236.682,12.0,4.0,4.0,462.4,0.0,4.8,14.695,32.141,100.0,5471.0,11898.0,10375.0,100.0,78.0,76.0,321.0,234.0
1256,23,89.392,652.076,154.261,25,5,5,251.1,0,6.6,13.599,35.942,100,5741,12272,10560,100,78.0,68,330,233,89.023,1650.256,572.04,10,4,4,1067.075,0,7.1,13.631,33.348,100,6052,12332,10646,100,76.0,71,328,233,88.554,434.17,127.117,19,4,4,178.1,0,4.8,14.228,38.548,100,6280,12082,10568,100,76.0,71,323,234,87.615,782.426,228.219,20.0,7.0,7.0,506.1,0.0,4.8,14.695,32.141,100.0,6132.0,12165.0,10627.0,100.0,79.0,71.0,325.0,239.0
1256,27,90.023,885.771,187.922,21,5,5,401.5,0,6.6,13.599,35.942,100,6132,12554,10648,100,77.0,72,328,231,89.062,2220.257,481.324,12,4,4,1067.075,0,7.1,13.631,33.348,100,6169,12235,10610,100,77.0,71,333,234,90.621,725.276,211.236,16,4,4,482.6,0,4.8,14.228,38.548,100,6353,12460,10612,100,76.0,72,322,231,88.57,340.46,135.852,9.0,3.0,3.0,129.4,0.0,4.8,14.695,32.141,100.0,6177.0,12476.0,10635.0,100.0,78.0,70.0,322.0,236.0
1256,30,89.536,504.251,141.843,28,6,6,172.2,0,6.6,13.599,35.942,100,5472,12061,10444,100,76.0,75,328,233,88.559,1619.588,424.799,13,4,4,1067.075,0,7.1,13.631,33.348,100,5713,12328,10496,100,77.0,77,331,233,89.104,621.229,168.477,19,4,4,400.7,0,4.8,14.228,38.548,100,5350,12048,10460,100,76.0,75,322,235,87.906,781.122,223.392,12.0,4.0,4.0,445.7,0.0,4.8,14.695,32.141,100.0,5464.0,12343.0,10582.0,100.0,78.0,76.0,322.0,236.0
1256,31,90.123,882.396,184.038,21,4,4,432.7,0,6.6,13.599,35.942,100,6188,12046,10565,100,79.0,70,324,233,89.507,1591.457,417.857,13,4,4,1067.075,0,7.1,13.631,33.348,100,6293,12193,10602,100,76.0,71,329,234,90.183,478.956,152.279,17,4,4,353.0,0,4.8,14.228,38.548,100,6108,11894,10418,100,75.0,71,320,234,88.696,269.266,138.434,9.0,3.0,3.0,136.8,0.0,4.8,14.695,32.141,100.0,5377.0,11895.0,10462.0,100.0,78.0,73.0,320.0,234.0
1256,44,89.051,778.0,158.233,25,3,3,501.6,0,6.6,13.599,35.942,100,5394,12449,10538,100,79.0,72,330,232,88.544,1522.327,375.059,13,4,4,1067.075,0,7.1,13.631,33.348,100,5287,12317,10551,100,79.0,70,332,235,88.524,647.779,197.226,13,5,5,291.9,0,4.8,14.228,38.548,100,5326,12322,10464,100,78.0,72,324,236,87.61,608.954,185.639,23.0,7.0,7.0,280.4,0.0,4.8,14.695,32.141,100.0,5735.0,12172.0,10550.0,100.0,79.0,75.0,323.0,238.0
1256,55,89.333,564.55,140.098,28,7,7,135.3,0,6.6,13.599,35.942,100,5145,12353,10505,100,77.0,70,329,232,88.832,1849.29,664.438,9,4,4,2423.0,0,7.1,13.631,33.348,100,5032,12258,10501,100,76.0,70,329,232,88.846,711.307,151.066,22,5,5,93.0,0,4.8,14.228,38.548,100,6247,11918,10470,100,76.0,70,321,233,87.836,890.442,216.313,15.0,4.0,4.0,699.9,0.0,4.8,14.695,32.141,100.0,5183.0,12087.0,10413.0,100.0,77.0,70.0,322.0,234.0
1256,63,88.712,447.153,132.378,29,4,4,202.5,0,6.6,13.599,35.942,100,5446,12135,10665,100,77.0,73,329,235,88.567,1578.415,412.999,12,4,4,418.8,0,7.1,13.631,33.348,104,5423,12057,10781,100,80.0,74,332,237,88.077,1084.473,235.008,14,5,5,373.6,0,4.8,14.228,38.548,100,5424,12424,10685,100,76.0,73,322,235,87.318,818.386,264.742,17.0,6.0,6.0,576.5,0.0,4.8,14.695,32.141,100.0,5089.0,12550.0,10767.0,100.0,78.0,72.0,326.0,237.0
1256,81,89.708,862.431,158.341,25,4,4,412.1,0,6.6,13.599,35.942,100,5326,12024,10481,100,76.0,72,325,231,88.114,1595.238,412.981,13,4,4,1067.075,0,7.1,13.631,33.348,100,6101,12039,10678,100,76.0,74,329,238,87.991,800.133,196.358,17,4,4,452.2,0,4.8,14.228,38.548,100,5945,12388,10737,100,76.0,67,319,238,87.027,907.897,245.821,18.0,6.0,6.0,578.5,0.0,4.8,14.695,32.141,100.0,6347.0,12355.0,10750.0,100.0,76.0,73.0,319.0,237.0
1256,87,90.077,882.618,237.553,17,4,4,641.9,0,6.6,13.599,35.942,100,6339,12161,10547,100,77.0,70,326,231,89.654,2379.34,672.827,9,4,4,1067.075,0,7.1,13.631,33.348,100,6339,11932,10480,100,77.0,72,330,232,90.084,843.433,197.879,17,4,4,458.9,0,4.8,14.228,38.548,100,6247,12136,10441,100,75.0,72,323,230,87.711,860.379,205.925,21.0,7.0,7.0,330.9,0.0,4.8,14.695,32.141,100.0,5511.0,11888.0,10532.0,100.0,79.0,72.0,320.0,236.0
