meeting_key,driver_num,min_lap_p1,max_lap_p1,avg_lap_p1,num_laps_p1,num_stints_p1,num_pits_p1,avg_pit_time_p1,did_rain_p1,max_wind_p1,avg_air_temp_p1,avg_track_temp_p1,max_brake_p1,min_rpm_p1,max_rpm_p1,avg_rpm_p1,max_throttle_p1,avg_throttle_p1,min_speed_p1,max_speed_p1,avg_speed_p1,min_lap_p2,max_lap_p2,avg_lap_p2,num_laps_p2,num_stints_p2,num_pits_p2,avg_pit_time_p2,did_rain_p2,max_wind_p2,avg_air_temp_p2,avg_track_temp_p2,max_brake_p2,min_rpm_p2,max_rpm_p2,avg_rpm_p2,max_throttle_p2,avg_throttle_p2,min_speed_p2,max_speed_p2,avg_speed_p2,min_lap_p3,max_lap_p3,avg_lap_p3,num_laps_p3,num_stints_p3,num_pits_p3,avg_pit_time_p3,did_rain_p3,max_wind_p3,avg_air_temp_p3,avg_track_temp_p3,max_brake_p3,min_rpm_p3,max_rpm_p3,avg_rpm_p3,max_throttle_p3,avg_throttle_p3,min_speed_p3,max_speed_p3,avg_speed_p3,min_lap_q,max_lap_q,avg_lap_q,num_laps_q,num_stints_q,num_pits_q,avg_pit_time_q,did_rain_q,max_wind_q,avg_air_temp_q,avg_track_temp_q,max_brake_q,min_rpm_q,max_rpm_q,avg_rpm_q,max_throttle_q,avg_throttle_q,min_speed_q,max_speed_q,avg_speed_q
1250,1,96.038,964.702,154.551,25,2,2,862.1,0,1.7,14.065,15.683,100,6195,12064,10371,100,73.0,85,341,228,95.834,852.89,160.039,25,3,3,1083.3,0,1.4,11.151,12.88,100,6291,12148,10465,100,73.0,89,343,233,94.137,871.095,195.065,17,3,3,1194.4,0,1.5,14.854,16.83,100,6448,12251,10554,100,73.0,89,345,236,92.797,2127.296,242.443,21,4,4,888.2,0,1.8,11.835,14.065,100,6666,12304,10625,100,76.0,89,347,240
1250,4,95.954,694.48,145.606,27,4,4,329.8,0,1.7,14.065,15.683,100,6462,12258,10425,99,71.0,88,347,231,93.836,834.224,162.723,25,5,5,406.5,0,1.4,11.151,12.88,100,6828,12301,10498,99,72.0,91,348,233,94.008,995.163,222.078,14,4,4,525.3,0,1.5,14.854,16.83,100,6669,12458,10528,99,71.0,90,353,235,93.008,1883.394,253.772,20,6,6,541.4,0,1.8,11.835,14.065,100,7045,12365,10611,99,73.0,93,349,239
1250,10,96.478,878.544,165.891,24,3,3,639.2,0,1.7,14.065,15.683,104,6506,12484,10420,104,73.0,87,350,228,94.651,495.605,131.407,30,3,3,347.8,0,1.4,11.151,12.88,104,6456,12473,10526,100,75.0,89,349,235,94.905,484.772,164.733,15,3,3,590.6,0,1.5,14.854,16.83,100,6545,12312,10515,100,74.0,88,343,234,92.664,1659.674,205.104,25,6,6,464.6,0,1.8,11.835,14.065,100,6635,12648,10613,100,76.0,90,354,239
1250,11,96.536,1093.975,154.184,25,2,2,995.4,0,1.7,14.065,15.683,100,6509,12107,10521,100,74.0,87,342,232,96.055,634.935,155.043,25,3,3,1033.0,0,1.4,11.151,12.88,100,6260,12299,10473,100,72.0,87,342,228,95.061,767.99,175.922,18,3,3,600.2,0,1.5,14.854,16.83,100,6413,12317,10672,100,72.0,87,348,233,94.155,133.464,109.947,10,1,1,420.4388888888889,0,1.8,11.835,14.065,104,6602,12304,10718,100,75.0,90,349,238
1250,14,96.262,648.49,149.411,25,3,3,474.2,0,1.7,14.065,15.683,104,6479,12492,10542,99,70.0,84,349,227,95.44,699.139,159.16,25,3,3,1296.8,0,1.4,11.151,12.88,100,6512,12366,10586,99,74.0,83,346,233,95.938,1177.719,264.006,16,6,6,549.4,0,1.5,14.854,16.83,104,6568,12532,10541,104,71.0,83,350,228,94.258,243.637,125.392,9,2,6,549.4,0,1.5,14.854,16.83,100,6794,12614,10707,99,74.0,85,352,236
1250,16,96.007,675.88,146.439,27,4,3,442.8,0,1.7,14.065,15.683,100,6541,12408,10608,100,75.0,86,349,230,94.313,682.721,140.947,29,3,3,965.1,0,1.4,11.151,12.88,104,6474,12411,10630,100,75.0,86,345,236,94.941,566.909,179.41,15,4,4,470.6,0,1.5,14.854,16.83,100,6411,12413,10638,100,74.0,83,349,234,92.783,1800.982,214.056,23,5,5,568.4,0,1.8,11.835,14.065,100,6934,12507,10762,100,77.0,90,351,241
1250,18,96.817,696.112,152.235,25,3,3,504.4,0,1.7,14.065,15.683,100,7086,12374,10568,100,72.0,81,345,227,95.251,645.463,142.032,27,4,4,307.8,0,1.4,11.151,12.88,100,6390,12372,10496,100,72.0,86,346,228,96.95,934.187,258.722,13,5,5,408.8,0,1.5,14.854,16.83,104,5859,12474,10401,100,71.0,80,348,228,94.484,123.528,109.006,3,1,1,420.4388888888889,0,1.8,11.835,14.065,104,6351,12569,10580,100,73.0,87,350,230
1250,20,96.811,832.115,161.976,24,5,4,363.1,0,1.7,14.065,15.683,100,6185,12274,10417,100,72.0,83,345,226,94.686,1327.578,209.796,20,4,4,1156.6,0,1.4,11.151,12.88,100,6504,12394,10592,100,74.0,87,344,236,94.883,704.973,205.396,13,4,4,614.4,0,1.5,14.854,16.83,100,5962,12481,10570,100,72.0,81,351,233,93.297,449.785,170.443,12,3,3,313.2,0,1.8,11.835,14.065,100,6658,12403,10666,100,74.0,88,349,238
1250,22,98.574,868.707,173.8,23,4,3,616.9,0,1.7,14.065,15.683,100,5900,12205,10258,100,69.0,81,342,224,94.997,670.306,161.549,23,5,5,320.3,0,1.4,11.151,12.88,100,6433,12369,10497,100,74.0,88,349,231,96.215,772.272,202.382,18,5,5,546.2,0,1.5,14.854,16.83,100,5914,12421,10500,100,75.0,82,344,230,93.029,1682.083,207.479,25,6,6,458.2,0,1.8,11.835,14.065,100,6565,12379,10552,100,76.0,90,350,238
1250,23,96.948,941.747,144.31,26,3,3,429.9,0,1.7,14.065,15.683,100,5999,12692,10289,100,70.0,82,343,228,99.629,109.787,104.708,4,2,2,1556.7,0,1.4,11.151,12.88,104,6082,12287,10087,100,66.0,81,344,221,94.407,589.713,162.672,15,3,3,544.8,0,1.5,14.854,16.83,104,6063,12448,10303,100,72.0,83,348,235,94.425,235.399,121.882,10,2,2,134.1,0,1.8,11.835,14.065,100,6189,12552,10316,100,72.0,83,350,233
