meeting_key,driver_num,min_lap_p1,max_lap_p1,avg_lap_p1,num_laps_p1,num_stints_p1,num_pits_p1,avg_pit_time_p1,did_rain_p1,max_wind_p1,avg_air_temp_p1,avg_track_temp_p1,max_brake_p1,min_rpm_p1,max_rpm_p1,avg_rpm_p1,max_throttle_p1,avg_throttle_p1,min_speed_p1,max_speed_p1,avg_speed_p1,min_lap_p2,max_lap_p2,avg_lap_p2,num_laps_p2,num_stints_p2,num_pits_p2,avg_pit_time_p2,did_rain_p2,max_wind_p2,avg_air_temp_p2,avg_track_temp_p2,max_brake_p2,min_rpm_p2,max_rpm_p2,avg_rpm_p2,max_throttle_p2,avg_throttle_p2,min_speed_p2,max_speed_p2,avg_speed_p2,min_lap_p3,max_lap_p3,avg_lap_p3,num_laps_p3,num_stints_p3,num_pits_p3,avg_pit_time_p3,did_rain_p3,max_wind_p3,avg_air_temp_p3,avg_track_temp_p3,max_brake_p3,min_rpm_p3,max_rpm_p3,avg_rpm_p3,max_throttle_p3,avg_throttle_p3,min_speed_p3,max_speed_p3,avg_speed_p3,min_lap_q,max_lap_q,avg_lap_q,num_laps_q,num_stints_q,num_pits_q,avg_pit_time_q,did_rain_q,max_wind_q,avg_air_temp_q,avg_track_temp_q,max_brake_q,min_rpm_q,max_rpm_q,avg_rpm_q,max_throttle_q,avg_throttle_q,min_speed_q,max_speed_q,avg_speed_q
1214,1,88.6,611.24,146.693,26,4,3,310.9,0,4.0,23.805,40.409,100,6728,11924,10380,100,75.0,93,325,238,88.078,692.093,143.967,27.0,4.0,3.0,372.7,0,3.5,26.726,39.242,100,6891,11675,10292,100,75.0,96,327,237,88.266,1437.103,204.832,19,3,2.0,854.6,1,4.0,21.782,25.58,100,6573,12250,10325,100,76.0,91,328,238,86.72,814.806,189.539,26,6,4,315.5,1,4.1,21.298,22.927,100,6928,12045,10436,100,78.0,94,328,242
1214,2,90.124,977.081,162.818,24,5,4,346.6,0,4.0,23.805,40.409,100,6488,11869,10347,100,70.0,89,323,230,88.766,507.704,132.262,29.0,4.0,3.0,265.9,0,3.5,26.726,39.242,100,6618,12069,10418,100,72.0,91,324,233,88.151,1259.75,238.306,16,4,3.0,626.4,1,4.0,21.782,25.58,100,7011,11953,10467,100,73.0,94,326,238,89.031,779.033,190.693,19,6,5,327.9,1,4.1,21.298,22.927,100,6943,11810,10372,100,71.0,97,309,233
1214,4,89.441,813.217,154.603,25,6,5,250.8,0,4.0,23.805,40.409,100,7408,12822,10852,99,74.0,92,313,234,89.26,1000.277,161.377,24.0,3.0,2.0,655.8,0,3.5,26.726,39.242,100,7227,12007,10746,99,73.0,88,316,236,88.563,824.164,219.326,18,6,5.0,389.4,1,4.0,21.782,25.58,100,6016,12435,10428,100,74.0,85,319,236,86.961,790.538,191.083,26,7,6,375.9,1,4.1,21.298,22.927,100,6965,11928,10464,100,75.0,98,321,241
1214,10,89.828,921.952,162.394,24,4,3,409.2,0,4.0,23.805,40.409,100,6267,12215,10461,100,74.0,92,314,233,88.889,684.231,146.196,27.0,4.0,3.0,367.5,0,3.5,26.726,39.242,100,6469,12021,10530,100,73.0,94,323,235,87.893,929.441,206.934,19,4,3.0,587.0,1,4.0,21.782,25.58,100,6686,12169,10443,100,75.0,93,320,237,87.689,885.718,203.903,24,6,4,360.8,1,4.1,21.298,22.927,100,6845,12156,10599,100,75.0,96,324,239
1214,11,89.048,731.934,178.958,22,4,3,421.4,0,4.0,23.805,40.409,100,6969,11832,10315,100,75.0,93,326,237,88.342,501.275,130.754,30.0,4.0,3.0,275.4,0,3.5,26.726,39.242,100,6876,11984,10375,100,75.0,94,327,238,88.904,959.283,205.442,19,5,4.0,428.2,1,4.0,21.782,25.58,100,6302,12318,10197,100,73.0,87,329,235,89.968,765.063,179.789,11,3,2,351.6,1,4.1,21.298,22.927,100,6622,11796,10142,100,73.0,93,306,232
1214,14,89.268,1286.752,191.319,21,3,2,783.4,0,4.0,23.805,40.409,100,6936,12058,10499,100,74.0,93,321,234,89.134,551.384,150.217,26.0,4.0,3.0,369.2,0,3.5,26.726,39.242,100,6864,12033,10529,100,73.0,93,317,234,87.784,1579.968,225.697,17,5,4.0,475.8,1,4.0,21.782,25.58,100,6877,12012,10519,100,74.0,93,316,237,87.659,1012.068,208.621,24,7,6,405.7,1,4.1,21.298,22.927,100,6989,12003,10542,100,75.0,95,327,238
1214,16,89.28,757.665,152.757,25,5,4,271.0,0,4.0,23.805,40.409,100,6360,12068,10364,100,78.0,85,320,237,88.96821052631577,649.4953157894737,144.30894736842106,26.894736842105264,4.105263157894737,3.1052631578947367,353.9105263157894,0,3.5,26.726,39.242,0,0,0,0,0,0.0,0,0,0,87.419,726.193,163.007,24,5,4.0,299.0,1,4.0,21.782,25.58,100,6425,12004,10481,100,79.0,84,328,241,87.136,869.655,194.82,25,7,6,469.2,1,4.1,21.298,22.927,100,6742,11863,10477,100,79.0,90,326,241
1214,18,89.471,607.283,148.605,26,4,3,323.4,0,4.0,23.805,40.409,100,6463,12100,10316,100,73.0,88,320,234,88.866,538.565,129.154,30.0,4.0,3.0,266.5,0,3.5,26.726,39.242,100,6381,12145,10550,100,73.0,88,323,237,88.62,1528.266,256.453,15,4,3.0,697.1,1,4.0,21.782,25.58,100,6642,12375,10564,100,74.0,90,324,236,88.935,790.159,193.552,19,5,4,438.2,1,4.1,21.298,22.927,100,6415,12579,10510,100,75.0,86,308,235
1214,20,90.385,1191.171,186.804,21,5,4,374.6,0,4.0,23.805,40.409,100,6582,12001,10415,100,74.0,90,324,231,89.439,787.28,181.192,20.0,3.0,2.0,642.1,0,3.5,26.726,39.242,100,6857,11928,10535,100,75.0,92,321,234,89.207,1006.742,271.016,13,4,3.0,629.4,1,4.0,21.782,25.58,100,6346,12197,10567,100,73.0,86,326,236,92.378,153.046,120.48,7,2,1,31.1,1,4.1,21.298,22.927,100,6683,12266,10569,100,71.0,91,303,226
1214,21,89.691,690.175,149.571,26,5,4,294.2,0,4.0,23.805,40.409,100,6284,12196,10529,100,75.0,91,323,235,89.571,495.474,128.952,28.0,4.0,3.0,253.6,0,3.5,26.726,39.242,100,6351,12298,10564,100,76.0,90,325,234,88.504,790.909,185.857,20,4,3.0,495.4,1,4.0,21.782,25.58,100,6476,12144,10557,100,75.0,91,324,237,90.513,809.424,187.089,11,3,2,438.0,1,4.1,21.298,22.927,100,5599,12799,10682,100,76.0,78,308,233
