meeting_key,driver_num,min_lap_p1,max_lap_p1,avg_lap_p1,num_laps_p1,num_stints_p1,num_pits_p1,avg_pit_time_p1,did_rain_p1,max_wind_p1,avg_air_temp_p1,avg_track_temp_p1,max_brake_p1,min_rpm_p1,max_rpm_p1,avg_rpm_p1,max_throttle_p1,avg_throttle_p1,min_speed_p1,max_speed_p1,avg_speed_p1,min_lap_p2,max_lap_p2,avg_lap_p2,num_laps_p2,num_stints_p2,num_pits_p2,avg_pit_time_p2,did_rain_p2,max_wind_p2,avg_air_temp_p2,avg_track_temp_p2,max_brake_p2,min_rpm_p2,max_rpm_p2,avg_rpm_p2,max_throttle_p2,avg_throttle_p2,min_speed_p2,max_speed_p2,avg_speed_p2,min_lap_p3,max_lap_p3,avg_lap_p3,num_laps_p3,num_stints_p3,num_pits_p3,avg_pit_time_p3,did_rain_p3,max_wind_p3,avg_air_temp_p3,avg_track_temp_p3,max_brake_p3,min_rpm_p3,max_rpm_p3,avg_rpm_p3,max_throttle_p3,avg_throttle_p3,min_speed_p3,max_speed_p3,avg_speed_p3,min_lap_q,max_lap_q,avg_lap_q,num_laps_q,num_stints_q,num_pits_q,avg_pit_time_q,did_rain_q,max_wind_q,avg_air_temp_q,avg_track_temp_q,max_brake_q,min_rpm_q,max_rpm_q,avg_rpm_q,max_throttle_q,avg_throttle_q,min_speed_q,max_speed_q,avg_speed_q
1246,1,92.097,663.771,178.952,22,4,4,425.0,0,3.4,31.35,37.115,100.0,5870.0,11864.0,10033.0,100.0,67.0,67.0,310.0,191.0,92.021,703.894,164.362,24,4,4,386.7,0,2.4,30.182,32.95,100,4753,11915,9837,100,67.0,66,316,190,90.54,653.506,186.424,16,4,4,346.5,0,1.5,30.062,37.067,100,4975,11908,9991,100,67.0,68,313,194,89.68,1359.748,273.496,18,6,6,657.2,0,2.1,29.433,31.963,100,5125,12019,10007,100,67.0,69,313,195
1246,3,92.375,970.163,195.628,21,4,4,520.1,0,3.4,31.35,37.115,100.0,5828.0,12327.0,10366.0,100.0,66.0,67.0,308.0,189.0,91.478,735.911,152.408,26,3,3,489.2,0,2.4,30.182,32.95,100,6146,12535,10289,100,68.0,66,311,193,91.561,814.494,167.501,17,3,3,362.4,0,1.5,30.062,37.067,100,6001,12227,10181,100,67.0,67,310,189,91.085,273.019,150.341,6,2,2,180.5,0,2.1,29.433,31.963,100,5936,12420,10267,100,68.0,68,312,195
1246,4,91.839,622.093,152.97,25,4,4,319.7,0,3.4,31.35,37.115,100.0,5900.0,12542.0,10204.0,100.0,63.0,68.0,305.0,191.0,90.727,571.709,142.943,27,5,5,220.2,0,2.4,30.182,32.95,100,5875,12299,10099,100,63.0,65,314,195,89.646,839.845,191.862,16,4,4,354.1,0,1.5,30.062,37.067,100,5975,12046,10186,100,65.0,68,314,197,89.525,1366.964,328.552,16,6,6,671.1,0,2.1,29.433,31.963,100,5841,12206,10295,100,65.0,65,313,198
1246,10,92.694,720.307,142.617,27,2,2,603.1,0,3.4,31.35,37.115,100.0,5936.0,12287.0,10063.0,100.0,67.0,61.0,306.0,191.0,92.222,553.373,145.478,27,4,4,271.8,0,2.4,30.182,32.95,104,6010,12048,10058,100,64.0,67,310,190,91.367,718.919,147.386,22,2,2,601.9,0,1.5,30.062,37.067,100,5910,12009,10152,100,65.0,66,313,191,91.312,303.54,141.531,9,3,3,124.0,0,2.1,29.433,31.963,100,5971,12016,10178,100,66.0,67,315,194
1246,11,92.767,844.582,178.179,22,3,3,596.6,0,3.4,31.35,37.115,100.0,6094.0,12230.0,10271.0,100.0,66.0,69.0,313.0,189.0,91.598,528.387,154.966,25,5,5,263.2,0,2.4,30.182,32.95,100,5742,12310,10196,100,65.0,65,314,191,91.44,1002.642,219.796,15,3,3,691.0,0,1.5,30.062,37.067,100,5850,12323,10099,100,67.0,64,314,193,90.579,481.688,184.044,14,4,4,320.7,0,2.1,29.433,31.963,100,5693,12055,10208,100,66.0,67,317,194
1246,14,92.61,661.599,150.213,26,3,3,436.2,0,3.4,31.35,37.115,100.0,5327.0,12422.0,10182.0,100.0,63.0,63.0,310.0,190.0,91.75,644.565,152.704,25,4,4,297.1,0,2.4,30.182,32.95,100,5497,12196,10035,100,64.0,66,313,191,91.082,508.695,173.227,23,6,6,225.6,0,1.5,30.062,37.067,100,5261,11915,10220,100,64.0,62,316,192,90.214,1352.308,292.085,17,6,6,605.5,0,2.1,29.433,31.963,100,5746,12024,10323,100,66.0,65,316,194
1246,16,91.763,466.839,149.688,26,4,4,232.2,0,3.4,31.35,37.115,100.0,5687.0,12334.0,10183.0,100.0,66.0,66.0,310.0,192.0,90.785,330.951,124.404,27,5,5,157.7,0,2.4,30.182,32.95,100,6040,12171,10205,100,69.0,65,313,194,90.559,556.612,158.98,20,4,4,244.8,0,1.5,30.062,37.067,100,5877,12386,10217,100,68.0,67,316,193,89.747,1353.46,274.263,19,6,6,635.9,0,2.1,29.433,31.963,100,5861,12341,10267,100,69.0,67,316,197
1246,18,92.778,1317.242,185.558,21,2,2,1180.8,0,3.4,31.35,37.115,100.0,4940.0,11911.0,10153.0,100.0,67.0,61.0,309.0,186.0,91.957,628.263,155.808,25,3,3,447.5,0,2.4,30.182,32.95,100,5120,12195,10185,100,65.0,60,317,188,91.719,437.998,166.93,24,6,6,192.5,0,1.5,30.062,37.067,104,4972,12173,10101,100,65.0,58,313,190,91.094,395.448,171.618,6,2,2,255.8,0,2.1,29.433,31.963,100,4865,12166,10263,100,67.0,58,316,193
1246,20,93.377,866.519,186.153,21,3,3,639.8,0,3.4,31.35,37.115,100.0,6322.0,12309.0,10246.0,100.0,66.0,68.0,310.0,189.0,91.793,551.285,147.488,26,3,3,378.2,0,2.4,30.182,32.95,100,5691,12066,10141,100,66.0,65,317,192,91.265,1117.473,210.489,14,4,4,391.1,0,1.5,30.062,37.067,100,5920,12365,10300,100,64.0,68,318,194,90.653,473.315,188.324,12,4,4,272.6,0,2.1,29.433,31.963,100,5643,12305,10352,100,65.0,67,318,196
1246,22,92.263,586.441,151.386,26,3,3,390.2,0,3.4,31.35,37.115,100.0,5742.0,12601.0,10332.0,100.0,67.0,69.0,306.0,189.0,91.468,541.397,141.181,28,3,3,383.0,0,2.4,30.182,32.95,100,5767,12606,10271,100,68.0,66,309,192,91.114,795.699,201.85,16,3,3,548.6,0,1.5,30.062,37.067,100,5888,12514,10186,100,67.0,68,309,191,90.289,1426.418,295.744,17,6,6,605.4,0,2.1,29.433,31.963,100,6053,12328,10292,100,69.0,69,312,195
